deal_key,company_key,channel_key,campaign_key,rep_key,stage_key,lost_reason_key,created_date_key,won_date_key,lost_date_key,mrr_usd,tcv_usd,dialer_hours_attributed,deal_age_days,is_won,is_lost,churn_date_key,is_churned,retained_months,churned_mrr
D0003221,C0034353,CH01,,R006,S01,LR14,20260806,0,20260823,0.0,0.0,2.5,17.0,0,1,0,0,,0.0
D0003222,C0029444,CH01,,R012,S04,LR01,20250520,0,20250602,0.0,0.0,3.41,13.0,0,1,0,0,,0.0
D0003223,C0035147,CH05,,R015,S04,LR01,20240521,0,20240614,0.0,0.0,0.0,24.0,0,1,0,0,,0.0
D0003224,C0024045,CH01,,R004,S01,LR04,20240314,0,20240402,0.0,0.0,3.64,19.0,0,1,0,0,,0.0
D0003225,C0046319,CH10,,R002,S07,LR14,20240319,20240511,0,599.7,8209.91,5.96,53.0,1,0,0,0,12.0,0.0
D0003226,C0001057,CH01,,R007,S01,LR11,20240103,0,20240128,0.0,0.0,4.53,25.0,0,1,0,0,,0.0
D0003227,C0035803,CH06,CMP007,R010,S02,LR06,20241001,0,20241102,0.0,0.0,0.0,32.0,0,1,0,0,,0.0
D0003228,C0036935,CH01,,R004,S05,LR05,20241224,0,20250217,0.0,0.0,3.95,55.0,0,1,0,0,,0.0
D0003229,C0020954,CH01,,R010,S04,LR01,20250120,0,20250219,0.0,0.0,4.15,30.0,0,1,0,0,,0.0
D0003230,C0041363,CH10,,R012,S04,LR01,20241030,0,20241110,0.0,0.0,3.06,11.0,0,1,0,0,,0.0
D0003231,C0034954,CH02,,R005,S01,LR08,20250307,0,20250326,0.0,0.0,0.0,19.0,0,1,0,0,,0.0
D0003232,C0014333,CH05,,R015,S05,LR02,20250813,0,20251012,0.0,0.0,0.0,60.0,0,1,0,0,,0.0
D0003233,C0009181,CH01,,R011,S05,LR02,20251215,0,20260129,0.0,0.0,3.54,45.0,0,1,0,0,,0.0
D0003234,C0005220,CH01,,R014,S05,LR05,20250326,0,20250405,0.0,0.0,4.94,10.0,0,1,0,0,,0.0
D0003235,C0031756,CH05,,R002,S02,LR12,20250219,0,20250309,0.0,0.0,0.0,18.0,0,1,0,0,,0.0
D0003236,C0036530,CH03,,R001,S05,LR07,20260114,0,20260124,0.0,0.0,0.0,10.0,0,1,0,0,,0.0
D0003237,C0026784,CH01,,R002,S01,LR03,20241004,0,20241012,0.0,0.0,2.33,8.0,0,1,0,0,,0.0
D0003238,C0033223,CH01,,R009,S05,LR10,20260526,0,20260606,0.0,0.0,2.44,11.0,0,1,0,0,,0.0
D0003239,C0057137,CH01,,R002,S01,LR11,20240816,0,20240902,0.0,0.0,4.9,17.0,0,1,0,0,,0.0
D0003240,C0005719,CH01,,R013,S09,LR09,20250307,0,20250319,0.0,0.0,3.31,12.0,0,1,0,0,,0.0
D0003241,C0007734,CH01,,R011,S01,LR08,20240423,0,20240505,0.0,0.0,3.3,12.0,0,1,0,0,,0.0
D0003242,C0011661,CH01,,R007,S05,LR02,20250505,0,20250513,0.0,0.0,3.26,8.0,0,1,0,0,,0.0
D0003243,C0015384,CH05,,R011,S02,LR08,20240411,0,20240426,0.0,0.0,0.0,15.0,0,1,0,0,,0.0
D0003244,C0051133,CH01,,R008,S09,LR04,20250306,0,20250403,0.0,0.0,2.03,28.0,0,1,0,0,,0.0
D0003245,C0056250,CH04,,R008,S09,LR14,20240711,0,20240806,0.0,0.0,0.0,26.0,0,1,0,0,,0.0
D0003246,C0039386,CH01,,R003,S07,LR14,20250701,20250719,0,594.03,6405.82,3.73,18.0,1,0,0,0,12.0,0.0
D0003247,C0056985,CH08,,R008,S02,LR07,20260213,0,20260215,0.0,0.0,0.0,2.0,0,1,0,0,,0.0
D0003248,C0004053,CH01,,R003,S05,LR02,20250124,0,20250130,0.0,0.0,2.02,6.0,0,1,0,0,,0.0
D0003249,C0026923,CH01,,R002,S09,LR02,20260119,0,20260416,0.0,0.0,3.17,87.0,0,1,0,0,,0.0
D0003250,C0006637,CH10,,R002,S04,LR01,20260501,0,20260531,0.0,0.0,3.44,30.0,0,1,0,0,,0.0
D0003251,C0058720,CH01,,R003,S01,LR02,20260113,0,20260312,0.0,0.0,3.24,58.0,0,1,0,0,,0.0
D0003252,C0015226,CH01,,R001,S05,LR05,20260916,0,20261022,0.0,0.0,4.84,36.0,0,1,0,0,,0.0
D0003253,C0037652,CH01,,R002,S04,LR01,20251107,0,20251118,0.0,0.0,2.63,11.0,0,1,0,0,,0.0
D0003254,C0024747,CH01,,R015,S04,LR01,20241223,0,20250126,0.0,0.0,3.0,34.0,0,1,0,0,,0.0
D0003255,C0023766,CH02,,R009,S05,LR14,20250402,0,20250412,0.0,0.0,0.0,10.0,0,1,0,0,,0.0
D0003256,C0039509,CH01,,R009,S02,LR13,20240213,0,20240226,0.0,0.0,3.08,13.0,0,1,0,0,,0.0
D0003257,C0040808,CH03,,R003,S01,LR12,20241003,0,20241010,0.0,0.0,0.0,7.0,0,1,0,0,,0.0
D0003258,C0057617,CH01,,R001,S04,LR01,20250415,0,20250523,0.0,0.0,4.4,38.0,0,1,0,0,,0.0
D0003259,C0010161,CH01,,R006,S02,LR05,20261002,0,20261015,0.0,0.0,4.83,13.0,0,1,0,0,,0.0
D0003260,C0040041,CH01,,R004,S05,LR02,20260505,0,20260518,0.0,0.0,4.18,13.0,0,1,0,0,,0.0
D0003261,C0015374,CH01,,R015,S02,LR03,20250605,0,20250622,0.0,0.0,3.47,17.0,0,1,0,0,,0.0
D0003262,C0025869,CH01,,R005,S01,LR05,20240930,0,20241007,0.0,0.0,2.17,7.0,0,1,0,0,,0.0
D0003263,C0035774,CH01,,R003,S01,LR06,20250902,0,20250913,0.0,0.0,4.34,11.0,0,1,0,0,,0.0
D0003264,C0036453,CH01,,R014,S02,LR02,20240117,0,20240205,0.0,0.0,3.84,19.0,0,1,0,0,,0.0
D0003265,C0055372,CH01,,R009,S02,LR03,20240814,0,20240909,0.0,0.0,2.54,26.0,0,1,0,0,,0.0
D0003266,C0041702,CH04,,R014,S01,LR02,20250905,0,20250925,0.0,0.0,0.0,20.0,0,1,0,0,,0.0
D0003267,C0040344,CH01,,R012,S07,LR14,20250403,20250410,0,1354.13,15573.22,2.17,7.0,1,0,20260105,1,9.0,1354.13
D0003268,C0025545,CH01,,R002,S01,LR02,20240923,0,20241027,0.0,0.0,2.51,34.0,0,1,0,0,,0.0
D0003269,C0021800,CH05,,R004,S07,LR14,20250623,20250628,0,416.66,4591.64,0.0,5.0,1,0,0,0,12.0,0.0
D0003270,C0056008,CH01,,R015,S02,LR06,20260430,0,20260510,0.0,0.0,2.36,10.0,0,1,0,0,,0.0
D0003271,C0045605,CH03,,R008,S08,LR14,20240508,20240513,0,735.78,10887.46,0.0,5.0,1,0,20250108,1,8.0,735.78
D0003272,C0020942,CH02,,R012,S02,LR02,20250815,0,20250823,0.0,0.0,0.0,8.0,0,1,0,0,,0.0
D0003273,C0025036,CH08,,R006,S07,LR14,20250206,20250210,0,862.71,12503.01,0.0,4.0,1,0,0,0,12.0,0.0
D0003274,C0020722,CH01,,R010,S05,LR06,20240531,0,20240721,0.0,0.0,2.96,51.0,0,1,0,0,,0.0
D0003275,C0050675,CH07,CMP004,R012,S05,LR10,20261008,0,20261012,0.0,0.0,0.0,4.0,0,1,0,0,,0.0
D0003276,C0037184,CH01,,R004,S04,LR01,20260416,0,20260425,0.0,0.0,3.15,9.0,0,1,0,0,,0.0
D0003277,C0012828,CH01,,R015,S09,LR04,20251125,0,20251207,0.0,0.0,4.17,12.0,0,1,0,0,,0.0
D0003278,C0006404,CH05,,R014,S02,LR05,20250110,0,20250305,0.0,0.0,0.0,54.0,0,1,0,0,,0.0
D0003279,C0011400,CH03,,R013,S07,LR14,20250612,20250615,0,438.26,5709.68,0.0,3.0,1,0,0,0,12.0,0.0
D0003280,C0010196,CH01,,R004,S07,LR14,20240125,20240211,0,611.49,8743.87,3.89,17.0,1,0,20250106,1,11.0,611.49
D0003281,C0030322,CH02,,R013,S08,LR14,20251118,20251125,0,1238.54,14698.61,0.0,7.0,1,0,0,0,12.0,0.0
D0003282,C0002697,CH07,CMP004,R008,S01,LR08,20261130,0,20261215,0.0,0.0,0.0,15.0,0,1,0,0,,0.0
D0003283,C0038508,CH01,,R001,S01,LR13,20250523,0,20250701,0.0,0.0,2.39,39.0,0,1,0,0,,0.0
D0003284,C0048416,CH08,,R014,S07,LR14,20260605,20260609,0,187.85,2186.6,0.0,4.0,1,0,0,0,12.0,0.0
D0003285,C0053408,CH08,,R008,S08,LR14,20250813,20250822,0,1352.65,14826.43,0.0,9.0,1,0,0,0,12.0,0.0
D0003286,C0007197,CH01,,R013,S01,LR02,20241113,0,20241130,0.0,0.0,2.32,17.0,0,1,0,0,,0.0
D0003287,C0029076,CH06,CMP007,R006,S05,LR05,20240409,0,20240502,0.0,0.0,0.0,23.0,0,1,0,0,,0.0
D0003288,C0012398,CH06,CMP005,R001,S07,LR14,20241114,20250116,0,687.14,7561.88,0.0,63.0,1,0,20250814,1,7.0,687.14
D0003289,C0033007,CH02,,R009,S01,LR09,20241114,0,20241119,0.0,0.0,0.0,5.0,0,1,0,0,,0.0
D0003290,C0035977,CH02,,R007,S07,LR14,20240117,20240211,0,613.53,8836.2,0.0,25.0,1,0,0,0,12.0,0.0
D0003291,C0033903,CH01,,R012,S01,LR05,20241023,0,20241125,0.0,0.0,3.89,33.0,0,1,0,0,,0.0
D0003292,C0054456,CH01,,R007,S09,LR10,20240206,0,20240331,0.0,0.0,2.47,54.0,0,1,0,0,,0.0
D0003293,C0010586,CH01,,R007,S04,LR01,20250124,0,20250201,0.0,0.0,3.15,8.0,0,1,0,0,,0.0
D0003294,C0045743,CH04,,R010,S08,LR14,20260618,20260718,0,575.55,8370.68,0.0,30.0,1,0,0,0,12.0,0.0
D0003295,C0041873,CH04,,R005,S07,LR14,20250203,20250226,0,557.58,6389.17,0.0,23.0,1,0,20251024,1,8.0,557.58
D0003296,C0052692,CH01,,R002,S09,LR02,20260310,0,20260418,0.0,0.0,4.88,39.0,0,1,0,0,,0.0
D0003297,C0000200,CH01,,R009,S01,LR05,20261022,0,20261109,0.0,0.0,2.16,18.0,0,1,0,0,,0.0
D0003298,C0040733,CH10,,R002,S04,LR01,20250417,0,20250526,0.0,0.0,5.55,39.0,0,1,0,0,,0.0
D0003299,C0039463,CH02,,R001,S07,LR14,20251106,20251110,0,534.76,8527.55,0.0,4.0,1,0,0,0,12.0,0.0
D0003300,C0051382,CH01,,R009,S02,LR07,20260304,0,20260320,0.0,0.0,4.26,16.0,0,1,0,0,,0.0
D0003301,C0010804,CH01,,R003,S04,LR01,20240214,0,20240313,0.0,0.0,3.73,28.0,0,1,0,0,,0.0
D0003302,C0044903,CH01,,R005,S07,LR14,20250520,20250606,0,229.05,3354.87,2.8,17.0,1,0,0,0,12.0,0.0
D0003303,C0040284,CH04,,R007,S07,LR14,20250606,20250611,0,757.44,11335.81,0.0,5.0,1,0,20251009,1,4.0,757.44
D0003304,C0038005,CH02,,R007,S01,LR06,20250115,0,20250205,0.0,0.0,0.0,21.0,0,1,0,0,,0.0
D0003305,C0034527,CH05,,R012,S08,LR14,20241203,20250118,0,1223.15,15603.87,0.0,46.0,1,0,20250217,1,1.0,1223.15
D0003306,C0036051,CH01,,R007,S05,LR04,20251203,0,20260117,0.0,0.0,4.08,45.0,0,1,0,0,,0.0
D0003307,C0027124,CH05,,R008,S05,LR03,20250123,0,20250305,0.0,0.0,0.0,41.0,0,1,0,0,,0.0
D0003308,C0035453,CH01,,R002,S02,LR05,20241008,0,20241018,0.0,0.0,2.74,10.0,0,1,0,0,,0.0
D0003309,C0016889,CH02,,R015,S07,LR14,20251002,20251101,0,295.19,4223.57,0.0,30.0,1,0,0,0,12.0,0.0
D0003310,C0031778,CH01,,R011,S05,LR14,20240705,0,20240803,0.0,0.0,2.48,29.0,0,1,0,0,,0.0
D0003311,C0032214,CH05,,R014,S04,LR01,20251204,0,20260110,0.0,0.0,0.0,37.0,0,1,0,0,,0.0
D0003312,C0050250,CH04,,R012,S07,LR14,20260101,20260116,0,736.57,11282.08,0.0,15.0,1,0,0,0,12.0,0.0
D0003313,C0000268,CH01,,R015,S05,LR10,20251021,0,20251031,0.0,0.0,4.69,10.0,0,1,0,0,,0.0
D0003314,C0058607,CH01,,R008,S04,LR01,20251223,0,20260125,0.0,0.0,2.41,33.0,0,1,0,0,,0.0
D0003315,C0043544,CH01,,R004,S07,LR14,20251119,20251203,0,1131.06,13801.13,2.71,14.0,1,0,20260701,1,7.0,1131.06
D0003316,C0039497,CH01,,R003,S07,LR14,20240509,20240512,0,464.6,5006.55,4.27,3.0,1,0,0,0,12.0,0.0
D0003317,C0019527,CH07,CMP008,R013,S09,LR14,20260826,0,20260903,0.0,0.0,0.0,8.0,0,1,0,0,,0.0
D0003318,C0002828,CH01,,R011,S02,LR03,20240702,0,20240721,0.0,0.0,4.16,19.0,0,1,0,0,,0.0
D0003319,C0011053,CH01,,R010,S04,LR01,20241216,0,20241228,0.0,0.0,3.38,12.0,0,1,0,0,,0.0
D0003320,C0013130,CH01,,R014,S01,LR08,20240429,0,20240521,0.0,0.0,3.88,22.0,0,1,0,0,,0.0
D0003321,C0015362,CH01,,R013,S01,LR05,20261002,0,20261008,0.0,0.0,2.54,6.0,0,1,0,0,,0.0
D0003322,C0027785,CH06,CMP003,R013,S09,LR06,20260105,0,20260125,0.0,0.0,0.0,20.0,0,1,0,0,,0.0
D0003323,C0051482,CH01,,R007,S08,LR14,20260706,20260725,0,404.41,4644.02,3.57,19.0,1,0,0,0,12.0,0.0
D0003324,C0042397,CH06,CMP005,R010,S04,LR01,20260827,0,20260905,0.0,0.0,0.0,9.0,0,1,0,0,,0.0
D0003325,C0034958,CH09,,R004,S07,LR14,20250214,20250220,0,1292.74,19878.46,0.0,6.0,1,0,0,0,12.0,0.0
D0003326,C0049172,CH09,,R003,S07,LR14,20241227,20250109,0,1383.81,18101.11,0.0,13.0,1,0,20250208,1,1.0,1383.81
D0003327,C0032196,CH01,,R007,S01,LR04,20250123,0,20250215,0.0,0.0,4.56,23.0,0,1,0,0,,0.0
D0003328,C0028835,CH04,,R003,S08,LR14,20250620,20250622,0,1124.21,14751.55,0.0,2.0,1,0,0,0,12.0,0.0
D0003329,C0020479,CH01,,R002,S07,LR14,20251202,20260101,0,949.55,11634.22,2.61,30.0,1,0,0,0,12.0,0.0
D0003330,C0040234,CH01,,R002,S01,LR08,20261215,0,20261223,0.0,0.0,3.83,8.0,0,1,0,0,,0.0
D0003331,C0057438,CH01,,R002,S05,LR11,20250306,0,20250314,0.0,0.0,4.4,8.0,0,1,0,0,,0.0
D0003332,C0041080,CH10,,R012,S04,LR01,20261117,0,20261218,0.0,0.0,4.78,31.0,0,1,0,0,,0.0
D0003333,C0020125,CH01,,R001,S05,LR06,20250121,0,20250212,0.0,0.0,2.25,22.0,0,1,0,0,,0.0
D0003334,C0001778,CH01,,R013,S01,LR10,20240807,0,20240817,0.0,0.0,3.82,10.0,0,1,0,0,,0.0
D0003335,C0040958,CH08,,R010,S01,LR07,20240223,0,20240305,0.0,0.0,0.0,11.0,0,1,0,0,,0.0
D0003336,C0033341,CH01,,R011,S02,LR10,20261118,0,20261231,0.0,0.0,4.75,60.0,0,1,0,0,,0.0
D0003337,C0047656,CH02,,R014,S09,LR02,20250331,0,20250406,0.0,0.0,0.0,6.0,0,1,0,0,,0.0
D0003338,C0027467,CH03,,R003,S07,LR14,20261113,20261128,0,934.21,14883.25,0.0,15.0,1,0,0,0,12.0,0.0
D0003339,C0014158,CH01,,R002,S02,LR14,20250710,0,20250730,0.0,0.0,3.76,20.0,0,1,0,0,,0.0
D0003340,C0048966,CH06,CMP005,R003,S07,LR14,20260827,20260922,0,811.45,12975.99,0.0,26.0,1,0,20261231,1,11.0,811.45
D0003341,C0058807,CH01,,R006,S04,LR01,20250909,0,20251007,0.0,0.0,3.09,28.0,0,1,0,0,,0.0
D0003342,C0013519,CH01,,R002,S01,LR02,20251015,0,20251117,0.0,0.0,2.35,33.0,0,1,0,0,,0.0
D0003343,C0038907,CH01,,R015,S04,LR01,20250905,0,20251007,0.0,0.0,3.04,32.0,0,1,0,0,,0.0
D0003344,C0025936,CH03,,R001,S08,LR14,20240301,20240311,0,709.55,8289.32,0.0,10.0,1,0,0,0,12.0,0.0
D0003345,C0002086,CH01,,R014,S02,LR09,20260515,0,20260610,0.0,0.0,4.05,26.0,0,1,0,0,,0.0
D0003346,C0057482,CH01,,R012,S09,LR06,20260217,0,20260322,0.0,0.0,4.76,33.0,0,1,0,0,,0.0
D0003347,C0047319,CH01,,R003,S01,LR10,20240115,0,20240225,0.0,0.0,4.79,41.0,0,1,0,0,,0.0
D0003348,C0011258,CH01,,R006,S02,LR07,20250109,0,20250219,0.0,0.0,2.27,41.0,0,1,0,0,,0.0
D0003349,C0015023,CH05,,R012,S01,LR12,20260706,0,20260713,0.0,0.0,0.0,7.0,0,1,0,0,,0.0
D0003350,C0045289,CH01,,R001,S01,LR06,20241121,0,20250201,0.0,0.0,4.77,72.0,0,1,0,0,,0.0
D0003351,C0032043,CH07,CMP004,R013,S09,LR03,20250811,0,20250820,0.0,0.0,0.0,9.0,0,1,0,0,,0.0
D0003352,C0007696,CH01,,R010,S01,LR05,20241105,0,20241124,0.0,0.0,3.71,19.0,0,1,0,0,,0.0
D0003353,C0018762,CH01,,R005,S05,LR09,20250723,0,20250801,0.0,0.0,3.29,9.0,0,1,0,0,,0.0
D0003354,C0059924,CH01,,R010,S05,LR06,20260421,0,20260514,0.0,0.0,3.65,23.0,0,1,0,0,,0.0
D0003355,C0018833,CH06,CMP003,R001,S07,LR14,20241225,20250319,0,1353.54,14866.47,0.0,84.0,1,0,0,0,12.0,0.0
D0003356,C0058835,CH04,,R012,S07,LR14,20250721,20250802,0,764.81,10475.12,0.0,12.0,1,0,0,0,12.0,0.0
D0003357,C0024192,CH01,,R008,S04,LR01,20260101,0,20260108,0.0,0.0,4.56,7.0,0,1,0,0,,0.0
D0003358,C0015260,CH01,,R011,S02,LR13,20240221,0,20240306,0.0,0.0,2.71,14.0,0,1,0,0,,0.0
D0003359,C0020445,CH05,,R001,S02,LR08,20250620,0,20250718,0.0,0.0,0.0,28.0,0,1,0,0,,0.0
D0003360,C0016258,CH01,,R003,S01,LR04,20250325,0,20250404,0.0,0.0,2.13,10.0,0,1,0,0,,0.0
D0003361,C0005019,CH07,CMP008,R002,S02,LR12,20240409,0,20240418,0.0,0.0,0.0,9.0,0,1,0,0,,0.0
D0003362,C0033203,CH01,,R005,S02,LR02,20240410,0,20240506,0.0,0.0,3.57,26.0,0,1,0,0,,0.0
D0003363,C0052038,CH01,,R012,S09,LR02,20240524,0,20240601,0.0,0.0,2.37,8.0,0,1,0,0,,0.0
D0003364,C0043103,CH01,,R002,S09,LR02,20240220,0,20240301,0.0,0.0,4.09,10.0,0,1,0,0,,0.0
D0003365,C0055145,CH01,,R008,S07,LR14,20240620,20240727,0,862.37,10799.38,3.58,37.0,1,0,20250222,1,7.0,862.37
D0003366,C0047158,CH01,,R007,S01,LR05,20240703,0,20240713,0.0,0.0,3.31,10.0,0,1,0,0,,0.0
D0003367,C0017578,CH01,,R004,S05,LR09,20240513,0,20240607,0.0,0.0,2.29,25.0,0,1,0,0,,0.0
D0003368,C0025617,CH02,,R008,S02,LR02,20251022,0,20251024,0.0,0.0,0.0,2.0,0,1,0,0,,0.0
D0003369,C0023041,CH08,,R010,S08,LR14,20250827,20250905,0,640.92,7144.27,0.0,9.0,1,0,0,0,12.0,0.0
D0003370,C0039499,CH10,,R002,S02,LR02,20260528,0,20260601,0.0,0.0,5.56,4.0,0,1,0,0,,0.0
D0003371,C0037015,CH01,,R001,S02,LR03,20260420,0,20260428,0.0,0.0,3.94,8.0,0,1,0,0,,0.0
D0003372,C0034976,CH07,CMP004,R005,S05,LR14,20250915,0,20250916,0.0,0.0,0.0,1.0,0,1,0,0,,0.0
D0003373,C0001699,CH01,,R011,S05,LR03,20250911,0,20251010,0.0,0.0,2.29,29.0,0,1,0,0,,0.0
D0003374,C0033656,CH06,CMP005,R007,S01,LR04,20251231,0,20260603,0.0,0.0,0.0,154.0,0,1,0,0,,0.0
D0003375,C0045803,CH02,,R007,S02,LR08,20240925,0,20241014,0.0,0.0,0.0,19.0,0,1,0,0,,0.0
D0003376,C0041132,CH07,CMP002,R014,S04,LR01,20240903,0,20240924,0.0,0.0,0.0,21.0,0,1,0,0,,0.0
D0003377,C0055452,CH02,,R004,S07,LR14,20240417,20240428,0,748.21,11432.28,0.0,11.0,1,0,0,0,12.0,0.0
D0003378,C0046627,CH01,,R008,S05,LR11,20250224,0,20250324,0.0,0.0,4.96,28.0,0,1,0,0,,0.0
D0003379,C0044543,CH03,,R012,S07,LR14,20250203,20250208,0,1198.79,12386.88,0.0,5.0,1,0,20250906,1,7.0,1198.79
D0003380,C0021998,CH01,,R008,S04,LR01,20251001,0,20251012,0.0,0.0,3.19,11.0,0,1,0,0,,0.0
D0003381,C0025084,CH01,,R011,S01,LR04,20251203,0,20251209,0.0,0.0,3.76,6.0,0,1,0,0,,0.0
D0003382,C0050032,CH01,,R009,S05,LR07,20240826,0,20240916,0.0,0.0,2.16,21.0,0,1,0,0,,0.0
D0003383,C0038493,CH01,,R013,S02,LR06,20261215,0,20261218,0.0,0.0,4.81,3.0,0,1,0,0,,0.0
D0003384,C0036799,CH01,,R004,S01,LR11,20261124,0,20261228,0.0,0.0,2.65,34.0,0,1,0,0,,0.0
D0003385,C0006686,CH01,,R003,S01,LR13,20250327,0,20250412,0.0,0.0,3.39,16.0,0,1,0,0,,0.0
D0003386,C0046048,CH01,,R012,S04,LR01,20250813,0,20250820,0.0,0.0,4.92,7.0,0,1,0,0,,0.0
D0003387,C0013783,CH01,,R012,S05,LR04,20250911,0,20251211,0.0,0.0,2.97,91.0,0,1,0,0,,0.0
D0003388,C0037944,CH01,,R006,S09,LR06,20260717,0,20260825,0.0,0.0,2.33,39.0,0,1,0,0,,0.0
D0003389,C0005212,CH07,CMP002,R004,S04,LR01,20250807,0,20250902,0.0,0.0,0.0,26.0,0,1,0,0,,0.0
D0003390,C0000374,CH01,,R004,S01,LR03,20250429,0,20250602,0.0,0.0,4.56,34.0,0,1,0,0,,0.0
D0003391,C0047298,CH01,,R003,S04,LR01,20250324,0,20250408,0.0,0.0,4.85,15.0,0,1,0,0,,0.0
D0003392,C0001195,CH01,,R013,S09,LR06,20260518,0,20260601,0.0,0.0,4.1,14.0,0,1,0,0,,0.0
D0003393,C0031618,CH01,,R003,S01,LR06,20250430,0,20250522,0.0,0.0,4.09,22.0,0,1,0,0,,0.0
D0003394,C0049191,CH01,,R001,S01,LR08,20251202,0,20251222,0.0,0.0,3.01,20.0,0,1,0,0,,0.0
D0003395,C0009562,CH01,,R004,S09,LR02,20250911,0,20250928,0.0,0.0,4.43,17.0,0,1,0,0,,0.0
D0003396,C0021391,CH01,,R014,S02,LR08,20241213,0,20250306,0.0,0.0,3.54,83.0,0,1,0,0,,0.0
D0003397,C0053979,CH04,,R007,S07,LR14,20240216,20240225,0,209.48,2845.51,0.0,9.0,1,0,0,0,12.0,0.0
D0003398,C0019123,CH07,CMP006,R009,S01,LR13,20260224,0,20260319,0.0,0.0,0.0,23.0,0,1,0,0,,0.0
D0003399,C0037225,CH01,,R001,S09,LR04,20250418,0,20250505,0.0,0.0,3.96,17.0,0,1,0,0,,0.0
D0003400,C0019061,CH01,,R001,S07,LR14,20261026,20261125,0,1054.64,13099.85,3.57,30.0,1,0,0,0,12.0,0.0
D0003401,C0003232,CH03,,R012,S07,LR14,20241129,20241215,0,1319.46,16056.13,0.0,16.0,1,0,0,0,12.0,0.0
D0003402,C0042243,CH01,,R008,S01,LR14,20260617,0,20260707,0.0,0.0,4.9,20.0,0,1,0,0,,0.0
D0003403,C0037789,CH01,,R011,S02,LR13,20260219,0,20260311,0.0,0.0,2.52,20.0,0,1,0,0,,0.0
D0003404,C0047307,CH01,,R006,S05,LR05,20251016,0,20251025,0.0,0.0,2.92,9.0,0,1,0,0,,0.0
D0003405,C0044789,CH01,,R015,S04,LR01,20240603,0,20240614,0.0,0.0,2.3,11.0,0,1,0,0,,0.0
D0003406,C0011023,CH01,,R014,S08,LR14,20240520,20240622,0,824.08,9892.06,4.58,33.0,1,0,20241020,1,4.0,824.08
D0003407,C0004586,CH01,,R014,S04,LR01,20250702,0,20250805,0.0,0.0,2.61,34.0,0,1,0,0,,0.0
D0003408,C0059598,CH09,,R004,S07,LR14,20260403,20260411,0,961.04,10436.57,0.0,8.0,1,0,0,0,12.0,0.0
D0003409,C0017896,CH07,CMP004,R006,S02,LR05,20261210,0,20261231,0.0,0.0,0.0,28.0,0,1,0,0,,0.0
D0003410,C0002772,CH01,,R014,S05,LR06,20260326,0,20260429,0.0,0.0,2.28,34.0,0,1,0,0,,0.0
D0003411,C0017220,CH01,,R009,S04,LR01,20240326,0,20240411,0.0,0.0,2.61,16.0,0,1,0,0,,0.0
D0003412,C0000812,CH01,,R013,S02,LR03,20240402,0,20240412,0.0,0.0,3.84,10.0,0,1,0,0,,0.0
D0003413,C0031585,CH01,,R013,S09,LR02,20241001,0,20241107,0.0,0.0,3.41,37.0,0,1,0,0,,0.0
D0003414,C0017098,CH06,CMP009,R001,S09,LR05,20260622,0,20260704,0.0,0.0,0.0,12.0,0,1,0,0,,0.0
D0003415,C0051254,CH01,,R010,S08,LR14,20261125,20261210,0,1144.52,11761.86,4.62,15.0,1,0,20261231,1,1.0,1144.52
D0003416,C0044291,CH01,,R009,S02,LR12,20251126,0,20251206,0.0,0.0,4.7,10.0,0,1,0,0,,0.0
D0003417,C0055690,CH01,,R013,S02,LR03,20240515,0,20240710,0.0,0.0,3.95,56.0,0,1,0,0,,0.0
D0003418,C0039299,CH01,,R006,S05,LR14,20240327,0,20240513,0.0,0.0,2.63,47.0,0,1,0,0,,0.0
D0003419,C0026459,CH01,,R014,S09,LR03,20261204,0,20261214,0.0,0.0,4.76,10.0,0,1,0,0,,0.0
D0003420,C0037354,CH02,,R006,S08,LR14,20240304,20240328,0,988.91,15517.06,0.0,24.0,1,0,0,0,12.0,0.0
D0003421,C0019176,CH03,,R004,S07,LR14,20260304,20260309,0,706.85,9137.0,0.0,5.0,1,0,0,0,12.0,0.0
D0003422,C0041204,CH02,,R009,S07,LR14,20260619,20260629,0,345.85,4524.26,0.0,10.0,1,0,0,0,12.0,0.0
D0003423,C0046342,CH01,,R006,S04,LR01,20260611,0,20260711,0.0,0.0,3.4,30.0,0,1,0,0,,0.0
D0003424,C0020771,CH06,CMP001,R001,S01,LR14,20251007,0,20251112,0.0,0.0,0.0,36.0,0,1,0,0,,0.0
D0003425,C0030072,CH01,,R009,S01,LR03,20240213,0,20240218,0.0,0.0,4.93,5.0,0,1,0,0,,0.0
D0003426,C0047340,CH01,,R010,S02,LR08,20251226,0,20260307,0.0,0.0,2.26,71.0,0,1,0,0,,0.0
D0003427,C0041614,CH01,,R005,S02,LR05,20241016,0,20241114,0.0,0.0,4.24,29.0,0,1,0,0,,0.0
D0003428,C0059988,CH08,,R005,S07,LR14,20260904,20260908,0,1235.36,17615.41,0.0,4.0,1,0,0,0,12.0,0.0
D0003429,C0053838,CH02,,R003,S09,LR13,20240603,0,20240614,0.0,0.0,0.0,11.0,0,1,0,0,,0.0
D0003430,C0000758,CH02,,R001,S07,LR14,20240520,20240531,0,191.21,2965.71,0.0,11.0,1,0,0,0,12.0,0.0
D0003431,C0019067,CH01,,R012,S02,LR03,20250613,0,20250705,0.0,0.0,3.86,22.0,0,1,0,0,,0.0
