meeting_key,deal_key,company_key,channel_key,rep_key,meeting_date_key,meeting_status,no_show_flag,days_from_first_touch,days_to_close
M0003586,D0003586,C0044522,CH01,R011,20251212,Held,0,0.0,21.0
M0003587,D0003587,C0039865,CH01,R013,20260401,Held,0,0.0,10.0
M0003588,D0003588,C0012336,CH01,R015,20250728,Held,0,3.0,29.0
M0003589,D0003589,C0001839,CH07,R011,20240918,Cancelled,1,0.0,
M0003590,D0003590,C0050822,CH07,R006,20240826,Held,0,0.0,23.0
M0003591,D0003591,C0030519,CH01,R005,20260515,Held,0,2.0,9.0
M0003592,D0003592,C0008801,CH01,R006,20261212,Cancelled,1,1.0,
M0003593,D0003593,C0042337,CH01,R004,20240423,Held,0,1.0,3.0
M0003594,D0003594,C0001909,CH06,R010,20260506,Held,0,2.0,16.0
M0003595,D0003595,C0009632,CH01,R003,20260521,Cancelled,1,3.0,
M0003596,D0003596,C0043353,CH01,R014,20251015,Held,0,0.0,7.0
M0003597,D0003597,C0057800,CH01,R008,20241004,Held,0,2.0,8.0
M0003598,D0003598,C0029407,CH02,R011,20250823,Held,0,1.0,3.0
M0003599,D0003599,C0040041,CH01,R010,20250307,Held,0,2.0,13.0
M0003600,D0003600,C0012567,CH01,R013,20240225,Held,0,3.0,9.0
M0003601,D0003601,C0012749,CH01,R003,20241212,Held,0,0.0,6.0
M0003602,D0003602,C0053489,CH05,R005,20260427,Cancelled,1,0.0,
M0003603,D0003603,C0040469,CH01,R002,20241226,Held,0,2.0,3.0
M0003604,D0003604,C0017273,CH01,R004,20261021,Held,0,2.0,3.0
M0003605,D0003605,C0049455,CH01,R011,20261021,Held,0,1.0,5.0
M0003606,D0003606,C0028323,CH01,R014,20261003,Held,0,3.0,6.0
M0003607,D0003607,C0011417,CH01,R005,20250221,Cancelled,1,0.0,
M0003608,D0003608,C0044461,CH08,R008,20250816,Held,0,2.0,4.0
M0003609,D0003609,C0013448,CH01,R012,20261021,Held,0,1.0,24.0
M0003610,D0003610,C0014811,CH10,R014,20240326,Cancelled,1,0.0,
M0003611,D0003611,C0006635,CH01,R004,20250706,Held,0,3.0,16.0
M0003612,D0003612,C0045349,CH04,R011,20240729,Held,0,3.0,2.0
M0003613,D0003613,C0035270,CH01,R002,20240212,Held,0,0.0,10.0
M0003614,D0003614,C0004455,CH01,R003,20241018,Held,0,1.0,5.0
M0003615,D0003615,C0042067,CH01,R006,20260509,Held,0,2.0,12.0
M0003616,D0003616,C0047234,CH01,R007,20260811,Held,0,0.0,12.0
M0003617,D0003617,C0007510,CH01,R006,20240429,Held,0,0.0,23.0
M0003618,D0003618,C0059611,CH10,R004,20260903,Cancelled,1,1.0,
M0003619,D0003619,C0045068,CH01,R005,20250227,Held,0,2.0,14.0
M0003620,D0003620,C0017928,CH08,R015,20240531,Held,0,2.0,4.0
M0003621,D0003621,C0058386,CH01,R013,20260320,Held,0,1.0,4.0
M0003622,D0003622,C0058350,CH02,R010,20260718,Held,0,2.0,11.0
M0003623,D0003623,C0046853,CH06,R012,20260219,Cancelled,1,2.0,
M0003624,D0003624,C0047215,CH01,R005,20250130,Held,0,3.0,3.0
M0003625,D0003625,C0001455,CH01,R010,20260610,Held,0,0.0,7.0
M0003626,D0003626,C0027227,CH01,R009,20240519,Held,0,2.0,10.0
M0003627,D0003627,C0049961,CH07,R010,20241009,Held,0,1.0,11.0
M0003628,D0003628,C0005064,CH01,R013,20241106,Held,0,1.0,12.0
M0003629,D0003629,C0020028,CH01,R003,20260805,Held,0,1.0,4.0
M0003630,D0003630,C0018833,CH01,R011,20250928,Held,0,2.0,12.0
M0003631,D0003631,C0050062,CH05,R007,20260720,Held,0,0.0,19.0
M0003632,D0003632,C0031367,CH04,R003,20260430,Held,0,0.0,13.0
M0003633,D0003633,C0015377,CH01,R010,20240702,Held,0,1.0,26.0
M0003634,D0003634,C0057889,CH04,R006,20251119,Held,0,1.0,15.0
M0003635,D0003635,C0042298,CH01,R009,20260630,Held,0,1.0,12.0
M0003636,D0003636,C0010136,CH10,R006,20260319,Cancelled,1,3.0,
M0003637,D0003637,C0053836,CH01,R003,20260213,Held,0,3.0,3.0
M0003638,D0003638,C0028123,CH02,R014,20250929,Held,0,0.0,4.0
M0003639,D0003639,C0013606,CH01,R011,20260306,Held,0,2.0,8.0
M0003640,D0003640,C0013301,CH01,R011,20260107,Held,0,2.0,6.0
M0003641,D0003641,C0011645,CH06,R008,20260429,Held,0,1.0,41.0
M0003642,D0003642,C0038764,CH01,R011,20260613,Held,0,3.0,2.0
M0003643,D0003643,C0035713,CH09,R015,20250930,Held,0,0.0,2.0
M0003644,D0003644,C0002385,CH01,R008,20240123,Cancelled,1,1.0,
M0003645,D0003645,C0021451,CH07,R004,20250410,Held,0,2.0,2.0
M0003646,D0003646,C0057541,CH01,R005,20240915,Held,0,3.0,17.0
M0003647,D0003647,C0035047,CH03,R007,20251103,Held,0,3.0,9.0
M0003648,D0003648,C0036484,CH09,R007,20250625,Held,0,2.0,4.0
M0003649,D0003649,C0024251,CH04,R006,20261119,Held,0,1.0,6.0
M0003650,D0003650,C0048260,CH01,R002,20240225,Held,0,2.0,13.0
M0003651,D0003651,C0036603,CH01,R012,20261221,Held,0,0.0,9.0
M0003652,D0003652,C0005001,CH01,R001,20240901,Held,0,3.0,15.0
M0003653,D0003653,C0052360,CH04,R013,20261015,Held,0,1.0,15.0
M0003654,D0003654,C0045105,CH01,R002,20240904,Held,0,1.0,19.0
M0003655,D0003655,C0046003,CH01,R008,20261203,Held,0,1.0,12.0
M0003656,D0003656,C0058441,CH01,R008,20240622,Held,0,2.0,62.0
M0003657,D0003657,C0031473,CH01,R001,20241111,Held,0,3.0,10.0
M0003658,D0003658,C0037286,CH05,R006,20241204,Cancelled,1,0.0,
M0003659,D0003659,C0011408,CH05,R008,20241208,Held,0,2.0,10.0
M0003660,D0003660,C0037102,CH01,R014,20251107,Held,0,3.0,12.0
M0003661,D0003661,C0021583,CH03,R010,20240529,Held,0,1.0,8.0
M0003662,D0003662,C0035910,CH08,R007,20240315,Held,0,1.0,3.0
M0003663,D0003663,C0043685,CH01,R009,20260109,Held,0,1.0,19.0
M0003664,D0003664,C0048297,CH07,R010,20240131,Held,0,1.0,8.0
M0003665,D0003665,C0038412,CH08,R007,20241004,Held,0,2.0,4.0
M0003666,D0003666,C0029700,CH10,R004,20261114,Cancelled,1,2.0,
M0003667,D0003667,C0040028,CH01,R003,20240419,Held,0,3.0,8.0
M0003668,D0003668,C0036120,CH01,R014,20260620,Cancelled,1,1.0,
M0003669,D0003669,C0025330,CH01,R008,20251203,Held,0,1.0,3.0
M0003670,D0003670,C0052141,CH01,R005,20260923,Held,0,1.0,22.0
M0003671,D0003671,C0018537,CH01,R008,20240324,Held,0,3.0,10.0
M0003672,D0003672,C0020569,CH03,R005,20261010,Held,0,2.0,1.0
M0003673,D0003673,C0029540,CH01,R015,20241109,Held,0,3.0,6.0
M0003674,D0003674,C0030799,CH04,R013,20260506,Held,0,2.0,8.0
M0003675,D0003675,C0058918,CH03,R004,20250222,Held,0,3.0,4.0
M0003676,D0003676,C0042981,CH01,R013,20241005,Held,0,3.0,29.0
M0003677,D0003677,C0049768,CH01,R003,20260401,Held,0,2.0,60.0
M0003678,D0003678,C0021646,CH10,R010,20251128,Held,0,0.0,24.0
M0003679,D0003679,C0044811,CH01,R015,20260613,Held,0,2.0,5.0
M0003680,D0003680,C0002327,CH01,R008,20260703,Cancelled,1,1.0,
M0003681,D0003681,C0042714,CH01,R008,20240126,Held,0,3.0,12.0
M0003682,D0003682,C0049034,CH01,R008,20251003,Held,0,0.0,6.0
M0003683,D0003683,C0053259,CH10,R015,20260101,Held,0,1.0,17.0
M0003684,D0003684,C0032519,CH01,R008,20261023,Held,0,1.0,4.0
M0003685,D0003685,C0027297,CH01,R005,20250322,Cancelled,1,1.0,
M0003686,D0003686,C0026811,CH01,R013,20240225,Held,0,3.0,15.0
M0003687,D0003687,C0049531,CH05,R012,20240303,Cancelled,1,2.0,
M0003688,D0003688,C0039811,CH01,R011,20261204,Held,0,2.0,10.0
M0003689,D0003689,C0055000,CH05,R006,20250613,Held,0,2.0,6.0
M0003690,D0003690,C0001220,CH01,R007,20240108,Held,0,0.0,13.0
M0003691,D0003691,C0057399,CH08,R008,20251121,Held,0,0.0,2.0
M0003692,D0003692,C0015894,CH01,R012,20261110,Held,0,0.0,9.0
M0003693,D0003693,C0058725,CH01,R003,20260524,Held,0,3.0,7.0
M0003694,D0003694,C0038978,CH03,R005,20260124,Held,0,1.0,3.0
M0003695,D0003695,C0008008,CH01,R011,20250315,Held,0,2.0,11.0
M0003696,D0003696,C0054331,CH01,R002,20260101,Held,0,1.0,3.0
M0003697,D0003697,C0048618,CH08,R012,20250120,Held,0,0.0,1.0
M0003698,D0003698,C0003224,CH01,R014,20260402,Cancelled,1,3.0,
M0003699,D0003699,C0050017,CH01,R004,20250119,Held,0,2.0,17.0
M0003700,D0003700,C0027650,CH01,R005,20240702,Held,0,0.0,2.0
M0003701,D0003701,C0025684,CH07,R008,20241204,Held,0,1.0,5.0
M0003702,D0003702,C0006246,CH01,R007,20260618,Held,0,1.0,1.0
M0003703,D0003703,C0023639,CH07,R012,20251129,Cancelled,1,1.0,
M0003704,D0003704,C0012763,CH01,R013,20240501,Cancelled,1,0.0,
M0003705,D0003705,C0058132,CH01,R002,20250614,Held,0,2.0,6.0
M0003706,D0003706,C0024717,CH01,R008,20260806,Cancelled,1,3.0,
M0003707,D0003707,C0026496,CH06,R012,20260128,Cancelled,1,1.0,
M0003708,D0003708,C0047082,CH04,R010,20240104,Held,0,0.0,11.0
M0003709,D0003709,C0058115,CH01,R007,20260224,Held,0,0.0,15.0
M0003710,D0003710,C0047435,CH01,R010,20261023,Cancelled,1,0.0,
M0003711,D0003711,C0047915,CH01,R013,20260814,Held,0,3.0,48.0
M0003712,D0003712,C0037364,CH09,R002,20260130,Held,0,0.0,1.0
M0003713,D0003713,C0043741,CH09,R003,20250516,Held,0,3.0,1.0
M0003714,D0003714,C0027848,CH01,R006,20250706,Held,0,3.0,4.0
M0003715,D0003715,C0034139,CH01,R015,20241215,Held,0,3.0,6.0
M0003716,D0003716,C0004473,CH08,R009,20251020,Held,0,3.0,3.0
M0003717,D0003717,C0033883,CH07,R013,20241220,Held,0,0.0,13.0
M0003718,D0003718,C0025936,CH02,R001,20251028,Held,0,0.0,10.0
M0003719,D0003719,C0033497,CH01,R003,20241031,Held,0,3.0,3.0
M0003720,D0003720,C0021165,CH06,R006,20260417,Held,0,1.0,15.0
M0003721,D0003721,C0027559,CH01,R002,20240127,Held,0,2.0,6.0
M0003722,D0003722,C0018892,CH07,R008,20240802,Held,0,1.0,6.0
M0003723,D0003723,C0054682,CH01,R015,20260811,Held,0,0.0,13.0
M0003724,D0003724,C0019627,CH04,R015,20240906,Held,0,2.0,10.0
M0003725,D0003725,C0019872,CH01,R005,20251005,Held,0,2.0,20.0
M0003726,D0003726,C0012012,CH07,R010,20260521,Held,0,1.0,16.0
M0003727,D0003727,C0004966,CH01,R014,20250710,Held,0,0.0,18.0
M0003728,D0003728,C0039281,CH03,R005,20241029,Held,0,1.0,3.0
M0003729,D0003729,C0059899,CH01,R012,20240411,Held,0,3.0,15.0
M0003730,D0003730,C0004044,CH01,R011,20240429,Held,0,3.0,4.0
M0003731,D0003731,C0008975,CH01,R011,20250131,Held,0,0.0,21.0
M0003732,D0003732,C0053329,CH03,R004,20240918,Held,0,1.0,3.0
M0003733,D0003733,C0036335,CH01,R014,20240710,Held,0,2.0,9.0
M0003734,D0003734,C0012136,CH04,R009,20250521,Held,0,2.0,9.0
M0003735,D0003735,C0041679,CH01,R011,20250820,Held,0,2.0,16.0
M0003736,D0003736,C0041966,CH02,R002,20260114,Held,0,1.0,3.0
M0003737,D0003737,C0010253,CH06,R010,20250228,Held,0,2.0,3.0
M0003738,D0003738,C0031410,CH01,R014,20250826,Held,0,1.0,10.0
M0003739,D0003739,C0000409,CH01,R012,20240424,Held,0,1.0,6.0
M0003740,D0003740,C0031607,CH06,R004,20260622,Held,0,0.0,54.0
M0003741,D0003741,C0036576,CH01,R009,20241011,Held,0,0.0,22.0
M0003742,D0003742,C0006377,CH10,R010,20250925,Held,0,1.0,16.0
M0003743,D0003743,C0055941,CH01,R001,20260912,Cancelled,1,2.0,
M0003744,D0003744,C0013244,CH03,R012,20261114,Held,0,2.0,4.0
M0003745,D0003745,C0012143,CH01,R005,20250915,Held,0,0.0,4.0
M0003746,D0003746,C0045918,CH01,R009,20250405,Held,0,3.0,2.0
M0003747,D0003747,C0014953,CH05,R005,20251120,Cancelled,1,0.0,
M0003748,D0003748,C0005057,CH01,R006,20240928,Held,0,2.0,36.0
M0003749,D0003749,C0040788,CH01,R003,20260125,Held,0,2.0,22.0
M0003750,D0003750,C0008113,CH01,R013,20241227,Held,0,1.0,3.0
M0003751,D0003751,C0022278,CH07,R001,20251119,Held,0,2.0,4.0
M0003752,D0003752,C0025922,CH10,R003,20250725,Cancelled,1,1.0,
M0003753,D0003753,C0006746,CH01,R013,20250923,Held,0,0.0,6.0
M0003754,D0003754,C0055826,CH01,R001,20261106,Held,0,0.0,17.0
M0003755,D0003755,C0030979,CH03,R003,20251003,Held,0,3.0,4.0
M0003756,D0003756,C0057091,CH02,R005,20260112,Held,0,0.0,2.0
M0003757,D0003757,C0047850,CH01,R004,20260702,Held,0,2.0,12.0
M0003758,D0003758,C0029340,CH01,R009,20241013,Cancelled,1,3.0,
M0003759,D0003759,C0036288,CH01,R013,20260507,Cancelled,1,2.0,
M0003760,D0003760,C0050487,CH02,R011,20260122,Held,0,1.0,1.0
M0003761,D0003761,C0039021,CH01,R004,20250716,Held,0,1.0,26.0
M0003762,D0003762,C0059299,CH04,R008,20250316,Held,0,3.0,14.0
M0003763,D0003763,C0008761,CH09,R006,20241212,Held,0,1.0,2.0
M0003764,D0003764,C0051280,CH03,R007,20250504,Held,0,3.0,6.0
M0003765,D0003765,C0037944,CH01,R013,20241104,Cancelled,1,0.0,
M0003766,D0003766,C0016016,CH09,R001,20260501,Held,0,3.0,1.0
M0003767,D0003767,C0008789,CH01,R001,20260715,Held,0,0.0,22.0
M0003768,D0003768,C0034510,CH08,R009,20260415,Held,0,0.0,3.0
M0003769,D0003769,C0030091,CH01,R001,20240201,Held,0,3.0,15.0
M0003770,D0003770,C0038661,CH01,R003,20260407,Cancelled,1,1.0,
M0003771,D0003771,C0006544,CH07,R002,20240923,Held,0,3.0,5.0
M0003772,D0003772,C0037132,CH01,R007,20260206,Held,0,3.0,7.0
M0003773,D0003773,C0012156,CH01,R009,20250225,Cancelled,1,1.0,
M0003774,D0003774,C0015941,CH01,R011,20241213,Held,0,2.0,2.0
M0003775,D0003775,C0036965,CH01,R007,20240602,Held,0,3.0,19.0
M0003776,D0003776,C0037268,CH09,R008,20260101,Held,0,3.0,2.0
M0003777,D0003777,C0022151,CH10,R012,20260508,Held,0,2.0,3.0
M0003778,D0003778,C0035220,CH01,R002,20250828,Held,0,2.0,25.0
M0003779,D0003779,C0040731,CH01,R004,20240823,Held,0,3.0,12.0
M0003780,D0003780,C0044676,CH01,R014,20240607,Cancelled,1,1.0,
M0003781,D0003781,C0017212,CH09,R012,20250227,Held,0,2.0,1.0
M0003782,D0003782,C0051620,CH01,R002,20251228,Held,0,2.0,9.0
M0003783,D0003783,C0009490,CH01,R015,20260618,Held,0,1.0,7.0
M0003784,D0003784,C0011711,CH09,R007,20240526,Held,0,3.0,1.0
M0003785,D0003785,C0017876,CH05,R004,20240222,Held,0,0.0,4.0
M0003786,D0003786,C0000324,CH01,R001,20240629,Held,0,2.0,2.0
M0003787,D0003787,C0004531,CH03,R010,20250101,Held,0,1.0,9.0
M0003788,D0003788,C0036369,CH01,R008,20241123,Held,0,3.0,15.0
M0003789,D0003789,C0015466,CH01,R012,20240426,Held,0,3.0,7.0
M0003790,D0003790,C0026854,CH01,R008,20250131,Held,0,1.0,13.0
M0003791,D0003791,C0016616,CH09,R007,20260530,Held,0,2.0,2.0
M0003792,D0003792,C0001658,CH10,R012,20260706,Held,0,0.0,10.0
M0003793,D0003793,C0000649,CH10,R011,20260221,Held,0,2.0,22.0
M0003794,D0003794,C0010493,CH04,R015,20260105,Held,0,3.0,3.0
M0003795,D0003795,C0042124,CH01,R008,20240117,Held,0,0.0,9.0
M0003796,D0003796,C0036782,CH01,R010,20250226,Held,0,1.0,13.0
M0003797,D0003797,C0042304,CH01,R014,20261122,Held,0,3.0,13.0
M0003798,D0003798,C0058230,CH10,R006,20260519,Held,0,0.0,21.0
M0003799,D0003799,C0039018,CH01,R012,20260331,Held,0,1.0,20.0
M0003800,D0003800,C0057325,CH01,R009,20250302,Held,0,2.0,13.0
M0003801,D0003801,C0042125,CH01,R013,20260306,Held,0,1.0,2.0
M0003802,D0003802,C0050236,CH01,R009,20250327,Held,0,3.0,15.0
M0003803,D0003803,C0054405,CH03,R010,20260709,Held,0,0.0,5.0
M0003804,D0003804,C0047653,CH01,R011,20250613,Held,0,2.0,15.0
M0003805,D0003805,C0054694,CH01,R006,20260922,Held,0,1.0,8.0
M0003806,D0003806,C0014535,CH01,R012,20240906,Held,0,2.0,19.0
M0003807,D0003807,C0044432,CH03,R008,20260806,Held,0,3.0,3.0
M0003808,D0003808,C0013421,CH01,R010,20260702,Held,0,2.0,4.0
M0003809,D0003809,C0032720,CH06,R007,20261005,Cancelled,1,3.0,
M0003810,D0003810,C0019750,CH01,R014,20260207,Held,0,3.0,0.0
M0003811,D0003811,C0031180,CH01,R001,20250719,Held,0,1.0,12.0
M0003812,D0003812,C0040346,CH07,R008,20250121,Held,0,0.0,6.0
M0003813,D0003813,C0052866,CH01,R014,20250821,Held,0,1.0,3.0
M0003814,D0003814,C0011628,CH01,R012,20250614,Held,0,3.0,18.0
M0003815,D0003815,C0013272,CH02,R009,20240401,Held,0,0.0,4.0
M0003816,D0003816,C0039201,CH01,R012,20240704,Cancelled,1,2.0,
M0003817,D0003817,C0036887,CH05,R008,20241217,Held,0,0.0,72.0
M0003818,D0003818,C0047880,CH08,R006,20260709,Held,0,1.0,3.0
M0003819,D0003819,C0005928,CH01,R014,20240628,Held,0,1.0,7.0
M0003820,D0003820,C0021878,CH02,R005,20240302,Held,0,2.0,2.0
M0003821,D0003821,C0055198,CH05,R014,20240120,Held,0,1.0,9.0
M0003822,D0003822,C0009443,CH01,R005,20241220,Held,0,1.0,13.0
M0003823,D0003823,C0027858,CH07,R012,20240413,Held,0,1.0,4.0
M0003824,D0003824,C0014783,CH01,R009,20240718,Held,0,1.0,11.0
M0003825,D0003825,C0028621,CH05,R003,20260119,Held,0,3.0,41.0
M0003826,D0003826,C0041597,CH01,R012,20241014,Held,0,3.0,22.0
M0003827,D0003827,C0059375,CH01,R005,20250702,Held,0,0.0,3.0
M0003828,D0003828,C0007170,CH01,R010,20251211,Held,0,2.0,8.0
M0003829,D0003829,C0026113,CH01,R007,20260503,Cancelled,1,3.0,
M0003830,D0003830,C0033168,CH01,R012,20260317,Cancelled,1,0.0,
M0003831,D0003831,C0045848,CH01,R005,20250907,Held,0,3.0,7.0
M0003832,D0003832,C0054936,CH01,R010,20260420,Held,0,0.0,10.0
M0003833,D0003833,C0050365,CH01,R002,20240117,Held,0,1.0,11.0
M0003834,D0003834,C0047875,CH06,R008,20250624,Held,0,1.0,4.0
M0003835,D0003835,C0032737,CH01,R004,20250513,Held,0,1.0,12.0
M0003836,D0003836,C0003387,CH10,R008,20260916,Held,0,2.0,15.0
M0003837,D0003837,C0031150,CH01,R011,20250720,Held,0,3.0,2.0
M0003838,D0003838,C0024210,CH01,R001,20260124,Held,0,1.0,9.0
M0003839,D0003839,C0004972,CH02,R002,20240531,Held,0,2.0,4.0
M0003840,D0003840,C0058836,CH08,R003,20250110,Held,0,3.0,3.0
M0003841,D0003841,C0006172,CH01,R005,20250423,Held,0,0.0,4.0
M0003842,D0003842,C0020719,CH01,R003,20260521,Held,0,1.0,26.0
M0003843,D0003843,C0048350,CH10,R009,20240614,Cancelled,1,2.0,
M0003844,D0003844,C0008977,CH01,R004,20240409,Held,0,0.0,15.0
M0003845,D0003845,C0007732,CH04,R012,20240926,Held,0,2.0,4.0
M0003846,D0003846,C0059685,CH01,R005,20240704,Held,0,1.0,1.0
M0003847,D0003847,C0001752,CH06,R013,20250514,Held,0,1.0,18.0
M0003848,D0003848,C0019475,CH10,R005,20260309,Held,0,0.0,13.0
M0003849,D0003849,C0041571,CH01,R009,20240624,Cancelled,1,3.0,
M0003850,D0003850,C0048806,CH01,R003,20260115,Held,0,1.0,16.0
M0003851,D0003851,C0001449,CH01,R014,20241012,Held,0,1.0,15.0
M0003852,D0003852,C0043218,CH01,R005,20250319,Held,0,0.0,4.0
M0003853,D0003853,C0037463,CH01,R005,20250418,Held,0,1.0,6.0
M0003854,D0003854,C0010077,CH01,R008,20250906,Held,0,1.0,4.0
M0003855,D0003855,C0057926,CH01,R009,20250220,Held,0,3.0,9.0
M0003856,D0003856,C0032930,CH02,R014,20240505,Held,0,2.0,1.0
M0003857,D0003857,C0000096,CH06,R013,20240513,Cancelled,1,3.0,
M0003858,D0003858,C0006476,CH01,R006,20250228,Held,0,1.0,2.0
M0003859,D0003859,C0037950,CH01,R014,20261203,Held,0,1.0,36.0
M0003860,D0003860,C0018910,CH01,R010,20240923,Held,0,0.0,23.0
M0003861,D0003861,C0020465,CH06,R015,20240202,Held,0,3.0,15.0
M0003862,D0003862,C0010390,CH10,R001,20260703,Held,0,3.0,8.0
M0003863,D0003863,C0023155,CH01,R004,20260727,Held,0,0.0,14.0
M0003864,D0003864,C0026147,CH01,R003,20261110,Held,0,1.0,10.0
M0003865,D0003865,C0003089,CH01,R012,20260205,Held,0,0.0,12.0
M0003866,D0003866,C0041849,CH01,R010,20260131,Held,0,1.0,2.0
M0003867,D0003867,C0002072,CH01,R004,20240507,Held,0,0.0,16.0
M0003868,D0003868,C0032638,CH01,R001,20260713,Cancelled,1,0.0,
M0003869,D0003869,C0038563,CH03,R015,20241206,Held,0,0.0,2.0
M0003870,D0003870,C0030580,CH08,R001,20250321,Held,0,2.0,1.0
M0003871,D0003871,C0054979,CH01,R012,20241219,Held,0,0.0,6.0
M0003872,D0003872,C0051083,CH01,R011,20260911,Held,0,0.0,2.0
M0003873,D0003873,C0011044,CH01,R007,20251125,Cancelled,1,1.0,
M0003874,D0003874,C0019052,CH01,R005,20260906,Held,0,2.0,4.0
M0003875,D0003875,C0038436,CH04,R011,20240131,Held,0,0.0,7.0
M0003876,D0003876,C0029413,CH02,R013,20260217,Held,0,1.0,6.0
M0003877,D0003877,C0046288,CH01,R003,20240214,Held,0,0.0,6.0
M0003878,D0003878,C0038836,CH01,R010,20261209,Cancelled,1,2.0,
M0003879,D0003879,C0008839,CH10,R009,20251014,Cancelled,1,1.0,
M0003880,D0003880,C0050098,CH01,R005,20260924,Held,0,3.0,23.0
M0003881,D0003881,C0046001,CH01,R004,20261007,Cancelled,1,2.0,
M0003882,D0003882,C0037053,CH01,R011,20241214,Cancelled,1,2.0,
M0003883,D0003883,C0045031,CH01,R005,20250213,Held,0,2.0,39.0
M0003884,D0003884,C0057183,CH01,R009,20250305,Held,0,0.0,14.0
M0003885,D0003885,C0030068,CH01,R011,20250911,Held,0,2.0,19.0
M0003886,D0003886,C0045918,CH01,R003,20250419,Held,0,3.0,23.0
M0003887,D0003887,C0047440,CH03,R014,20260701,Held,0,0.0,2.0
M0003888,D0003888,C0049517,CH06,R010,20241027,Held,0,3.0,4.0
M0003889,D0003889,C0036291,CH02,R011,20240920,Held,0,1.0,7.0
M0003890,D0003890,C0001881,CH06,R013,20260226,Held,0,2.0,9.0
M0003891,D0003891,C0000553,CH02,R001,20251023,Held,0,3.0,7.0
M0003892,D0003892,C0013670,CH01,R001,20240525,Held,0,2.0,10.0
M0003893,D0003893,C0036726,CH01,R013,20250724,Held,0,2.0,5.0
M0003894,D0003894,C0013723,CH07,R001,20260916,Held,0,1.0,13.0
M0003895,D0003895,C0005720,CH02,R009,20251031,Held,0,1.0,3.0
M0003896,D0003896,C0036392,CH03,R002,20241114,Held,0,0.0,2.0
M0003897,D0003897,C0035848,CH04,R004,20250304,Held,0,0.0,7.0
M0003898,D0003898,C0034404,CH01,R004,20260216,Held,0,0.0,31.0
M0003899,D0003899,C0044786,CH01,R004,20260316,Cancelled,1,3.0,
M0003900,D0003900,C0027855,CH01,R001,20250622,Cancelled,1,3.0,
M0003901,D0003901,C0027740,CH01,R012,20240426,Cancelled,1,3.0,
M0003902,D0003902,C0033594,CH10,R003,20251027,Held,0,0.0,6.0
M0003903,D0003903,C0055539,CH01,R015,20260626,Held,0,1.0,2.0
M0003904,D0003904,C0044766,CH01,R011,20251119,Held,0,0.0,8.0
M0003905,D0003905,C0040099,CH07,R004,20260214,Held,0,3.0,9.0
M0003906,D0003906,C0008050,CH01,R015,20250711,Held,0,1.0,2.0
M0003907,D0003907,C0059550,CH01,R006,20240112,Held,0,1.0,2.0
M0003908,D0003908,C0011908,CH01,R006,20250106,Held,0,0.0,14.0
M0003909,D0003909,C0005027,CH07,R012,20261102,Held,0,0.0,9.0
M0003910,D0003910,C0012936,CH08,R011,20261204,Held,0,0.0,6.0
M0003911,D0003911,C0052619,CH01,R003,20240621,Held,0,1.0,7.0
M0003912,D0003912,C0029108,CH01,R003,20251203,Held,0,1.0,8.0
M0003913,D0003913,C0022945,CH10,R006,20250124,Held,0,2.0,29.0
M0003914,D0003914,C0055821,CH01,R002,20250428,Held,0,0.0,13.0
M0003915,D0003915,C0056329,CH05,R009,20260417,Held,0,0.0,9.0
M0003916,D0003916,C0039540,CH01,R014,20251016,Held,0,0.0,15.0
M0003917,D0003917,C0043500,CH01,R008,20240822,Held,0,2.0,9.0
M0003918,D0003918,C0008769,CH01,R015,20250428,Cancelled,1,3.0,
M0003919,D0003919,C0012722,CH01,R008,20250515,Held,0,1.0,9.0
M0003920,D0003920,C0033851,CH10,R008,20250723,Cancelled,1,1.0,
M0003921,D0003921,C0056371,CH01,R005,20250814,Held,0,1.0,4.0
M0003922,D0003922,C0049386,CH01,R006,20241119,Held,0,0.0,4.0
M0003923,D0003923,C0040552,CH05,R015,20250724,Held,0,0.0,20.0
M0003924,D0003924,C0038442,CH08,R005,20240323,Held,0,3.0,6.0
M0003925,D0003925,C0046102,CH04,R005,20240129,Held,0,3.0,4.0
M0003926,D0003926,C0051268,CH02,R008,20260828,Held,0,2.0,6.0
M0003927,D0003927,C0038627,CH04,R005,20261017,Held,0,2.0,9.0
M0003928,D0003928,C0035566,CH01,R009,20250808,Held,0,0.0,4.0
M0003929,D0003929,C0035783,CH01,R006,20260529,Held,0,2.0,10.0
M0003930,D0003930,C0038677,CH02,R001,20240817,Held,0,2.0,7.0
M0003931,D0003931,C0017779,CH01,R011,20241123,Held,0,3.0,15.0
M0003932,D0003932,C0046192,CH01,R011,20260616,Held,0,0.0,6.0
M0003933,D0003933,C0034540,CH01,R010,20251022,Held,0,1.0,7.0
M0003934,D0003934,C0006654,CH02,R010,20250822,Held,0,2.0,1.0
M0003935,D0003935,C0003418,CH01,R003,20240429,Held,0,3.0,8.0
M0003936,D0003936,C0052282,CH01,R015,20250902,Cancelled,1,0.0,
M0003937,D0003937,C0045268,CH09,R006,20260129,Held,0,3.0,3.0
M0003938,D0003938,C0035891,CH02,R003,20240215,Held,0,0.0,5.0
M0003939,D0003939,C0020327,CH01,R007,20250502,Held,0,2.0,23.0
M0003940,D0003940,C0002064,CH01,R003,20240313,Cancelled,1,0.0,
M0003941,D0003941,C0026108,CH07,R009,20250920,Held,0,3.0,6.0
M0003942,D0003942,C0005026,CH05,R006,20251226,Held,0,3.0,6.0
