cvr,company_name,company_form,industry_nace,region,founded_year,employee_band,vat_frequency,has_subsidiaries,uses_target_software
DK68745311,HavService Holding ApS,IVS,43210,Nordjylland,2019,0,Monthly,False,1
DK36121381,LynHandel ApS,ApS,46900,Midtjylland,2008,0,Half-yearly,False,0
DK78249698,LynData A/S,ApS,43210,Syddanmark,1993,1-4,Monthly,False,1
DK98366895,BjergSystem ApS,ApS,62010,Hovedstaden,2006,0,Quarterly,False,1
DK57060417,SkovTek ApS,A_S,63110,Sjaelland,1992,1-4,Half-yearly,False,1
DK53935855,NordHandel ApS,ENK,46900,Midtjylland,2006,1-4,Quarterly,False,1
DK77125533,SolRegnskab ApS,ApS,10710,Sjaelland,2020,0,Quarterly,False,1
DK56727000,SkovRaad IVS,IVS,41200,Midtjylland,1997,0,Quarterly,False,1
DK34787798,MarkKonsult IVS,ApS,62010,Midtjylland,2005,5-9,Half-yearly,False,1
DK89466369,SkovDesign IVS,ApS,43210,Hovedstaden,2021,0,Quarterly,False,0
DK28683835,OestDesign A/S,ENK,63110,Syddanmark,2023,5-9,Quarterly,False,1
DK47997810,NordKonsult IVS,ENK,47990,Midtjylland,2015,0,Quarterly,False,0
DK29318482,KlintHandel IVS,ApS,96020,Hovedstaden,2024,1-4,Half-yearly,False,1
DK53264142,SydTal Holding ApS,ApS,43210,Midtjylland,2015,1-4,Quarterly,False,1
DK52406949,StjerneSystem ApS,ApS,43210,Syddanmark,1998,10-19,Monthly,False,0
DK21988485,NordTal A/S,ApS,69200,Hovedstaden,2000,1-4,Quarterly,False,0
DK69091533,SkyTek Holding ApS,ApS,70220,Midtjylland,1993,1-4,Quarterly,False,1
DK34184527,StjerneData Holding ApS,ApS,01130,Midtjylland,2008,10-19,Quarterly,False,0
DK47461968,LynKontor A/S,IVS,47990,Midtjylland,1996,0,Half-yearly,False,1
DK51428843,MarkByg A/S,ENK,47410,Hovedstaden,2013,10-19,Half-yearly,False,1
DK24166948,KlippeKontor IVS,ENK,70220,Sjaelland,1992,0,Half-yearly,False,0
DK85727128,SydVaerk IVS,ApS,62010,Midtjylland,2007,1-4,Half-yearly,False,1
DK34484473,KlippeDesign Holding ApS,ApS,62020,Midtjylland,2015,5-9,Monthly,False,1
DK23593121,KlippeAdvice IVS,Holding,62020,Hovedstaden,2010,0,Half-yearly,True,0
DK62220080,FjordHandel A/S,ApS,70220,Midtjylland,2014,0,Monthly,False,0
DK32937430,SkovSmede Holding ApS,ApS,68203,Midtjylland,2011,1-4,Quarterly,False,1
DK69479310,NordDesign A/S,ApS,47410,Hovedstaden,1990,1-4,Quarterly,False,0
DK12782930,MaaneRaad A/S,ENK,63110,Midtjylland,2011,20-49,Monthly,False,0
DK11402205,FjordKonsulent Holding ApS,ApS,62010,Midtjylland,2009,20-49,Quarterly,False,0
DK97136150,SkovKonsulent IVS,ApS,69200,Midtjylland,2003,10-19,Quarterly,False,0
DK60908048,SolDesign IVS,ENK,86220,Sjaelland,2010,1-4,Quarterly,False,0
DK20301874,OestRegnskab Holding ApS,IVS,70220,Hovedstaden,2012,1-4,Monthly,False,1
DK41532448,MaaneKonsult ApS,ENK,85590,Hovedstaden,2003,5-9,Monthly,False,0
DK72103277,KlippeKontor A/S,ENK,86220,Nordjylland,2022,1-4,Quarterly,False,0
DK63809676,BirkData Holding ApS,Holding,62010,Hovedstaden,1990,0,Quarterly,True,0
DK95373715,StjerneHandel A/S,ENK,43210,Nordjylland,1999,1-4,Quarterly,False,0
DK86126948,SkyTal Holding ApS,ApS,68203,Syddanmark,2010,10-19,Quarterly,False,0
DK13051488,FjordRaad Holding ApS,ApS,70220,Hovedstaden,1995,1-4,Half-yearly,False,0
DK60171436,SolData A/S,A_S,62010,Midtjylland,2024,10-19,Quarterly,False,1
DK80992347,LynKonsult Holding ApS,IVS,49410,Sjaelland,1999,1-4,Quarterly,False,1
DK26670641,AaaSmede Holding ApS,ENK,10710,Hovedstaden,1999,0,Monthly,False,0
DK33922097,SolRaad A/S,A_S,46900,Hovedstaden,1992,0,Quarterly,False,1
DK56444320,HavRaad IVS,IVS,46900,Hovedstaden,2009,5-9,Quarterly,False,1
DK28279957,SkyByg A/S,IVS,62020,Syddanmark,1995,0,Quarterly,False,1
DK12096744,SolAdvice Holding ApS,ApS,86220,Hovedstaden,1992,5-9,Quarterly,False,1
DK81813054,BirkData ApS,ApS,47410,Midtjylland,2008,0,Monthly,False,1
DK76067795,FjordLabs Holding ApS,ApS,62010,Midtjylland,1993,0,Quarterly,False,1
DK50219518,AaaStudio A/S,ApS,56100,Syddanmark,2008,0,Quarterly,False,1
DK48299365,AaaLabs IVS,ApS,68203,Syddanmark,1998,0,Quarterly,False,0
DK81383707,NordLogistik Holding ApS,ENK,96020,Syddanmark,1991,1-4,Quarterly,False,0
DK35394375,AaaTek A/S,ApS,63110,Hovedstaden,2017,1-4,Monthly,False,0
DK37997021,NordBogholderi IVS,ApS,62010,Syddanmark,2005,1-4,Quarterly,False,1
DK45642389,VestHandel A/S,Holding,68203,Nordjylland,2010,0,Quarterly,True,0
DK90162108,SkovRegnskab A/S,ApS,68203,Midtjylland,2011,1-4,Half-yearly,False,0
DK85433428,BjergRen A/S,ApS,46900,Nordjylland,1999,10-19,Quarterly,False,0
DK66343656,KlintRaad IVS,ApS,41200,Syddanmark,2011,1-4,Quarterly,False,1
DK26661657,SkyTal Holding ApS,ApS,71121,Syddanmark,1995,1-4,Quarterly,False,1
DK53802184,OestKonsult ApS,ENK,70220,Hovedstaden,2005,1-4,Quarterly,False,1
DK78285798,LynHandel Holding ApS,ENK,62010,Midtjylland,2016,0,Half-yearly,False,1
DK49519309,LynService Holding ApS,ENK,62010,Hovedstaden,2003,1-4,Quarterly,False,1
DK82815088,SolRegnskab IVS,ApS,63110,Sjaelland,2011,0,Quarterly,False,0
DK46671987,StjerneHuset Holding ApS,ENK,96020,Syddanmark,2004,10-19,Quarterly,False,0
DK72333008,MaaneHuset Holding ApS,ApS,62020,Sjaelland,1996,1-4,Quarterly,False,0
DK10906808,SkovTal ApS,ApS,63110,Hovedstaden,2016,0,Quarterly,False,1
DK20433132,KlippeSmede ApS,A_S,46900,Syddanmark,2001,0,Quarterly,False,0
DK84923438,HavDesign ApS,IVS,62020,Syddanmark,2023,1-4,Quarterly,False,1
DK30957223,SkovStudio A/S,IVS,62020,Hovedstaden,2005,5-9,Half-yearly,False,0
DK86801091,BjergSystem IVS,A_S,46900,Hovedstaden,1991,1-4,Monthly,False,0
DK63724048,KlippeBogholderi Holding ApS,ApS,70220,Midtjylland,2020,1-4,Quarterly,False,1
DK77642538,SolDesign ApS,ApS,43210,Midtjylland,2016,1-4,Quarterly,False,1
DK67128177,SoeRegnskab IVS,ApS,49410,Sjaelland,2012,1-4,Quarterly,False,1
DK37110906,AaaKontor A/S,ApS,62020,Midtjylland,2005,0,Quarterly,False,0
DK93750268,BirkRen ApS,Holding,49410,Syddanmark,1994,1-4,Half-yearly,True,0
DK33618754,SoeMarked A/S,ApS,49410,Syddanmark,1994,1-4,Quarterly,False,1
DK51489077,SkovKonsult IVS,ApS,96020,Sjaelland,1998,1-4,Quarterly,False,1
DK55829001,StjerneStudio ApS,ENK,41200,Midtjylland,2007,1-4,Half-yearly,False,1
DK40819080,FjordBogholderi ApS,ApS,43210,Nordjylland,1991,1-4,Monthly,False,1
DK32562392,SkyLabs IVS,ApS,41200,Syddanmark,2022,1-4,Monthly,False,0
DK23225124,NordKonsulent IVS,ApS,56100,Nordjylland,2024,0,Monthly,False,1
DK73341079,BjergByg ApS,ApS,62010,Hovedstaden,2004,0,Monthly,False,1
DK97020803,LynRen Holding ApS,IVS,68203,Hovedstaden,2009,1-4,Quarterly,False,0
DK56817942,MaaneAdvice Holding ApS,ApS,43210,Syddanmark,2023,1-4,Monthly,False,0
DK13864260,SoeRegnskab ApS,A_S,85590,Hovedstaden,2021,1-4,Quarterly,False,1
DK37030355,BirkMarked A/S,A_S,70220,Sjaelland,1996,1-4,Quarterly,False,1
DK39925498,MaaneRaad IVS,ApS,62010,Midtjylland,2021,1-4,Quarterly,False,1
DK14809081,NordHuset Holding ApS,ApS,47410,Midtjylland,2014,5-9,Monthly,False,1
DK95515734,FjordHandel IVS,ENK,47410,Midtjylland,1990,0,Monthly,False,0
DK84620886,NordKontor A/S,ApS,70220,Hovedstaden,1995,20-49,Quarterly,False,1
DK32548317,MarkKonsulent ApS,ENK,69200,Midtjylland,1997,0,Quarterly,False,0
DK89022523,BirkByg A/S,ENK,63110,Midtjylland,2024,1-4,Quarterly,False,1
DK31743463,MaaneHuset ApS,A_S,46900,Midtjylland,2024,1-4,Quarterly,False,0
DK37334509,SkovSystem IVS,Holding,70220,Hovedstaden,2011,10-19,Quarterly,True,0
DK78089023,VestKontor IVS,ApS,68203,Syddanmark,2015,1-4,Monthly,False,1
DK57755499,KlippeBogholderi ApS,ENK,62020,Syddanmark,2021,0,Monthly,False,0
DK21174171,FjordHuset Holding ApS,ApS,69200,Midtjylland,2003,0,Half-yearly,False,0
DK16047198,FjordSystem ApS,ApS,69200,Midtjylland,2003,10-19,Half-yearly,False,0
DK56330254,SkyVaerk Holding ApS,ENK,46900,Sjaelland,2023,0,Quarterly,False,0
DK24239374,KlippeMarked ApS,ENK,47410,Syddanmark,2016,0,Monthly,False,0
DK80777557,MaaneLabs Holding ApS,Holding,41200,Syddanmark,2009,1-4,Half-yearly,True,0
DK46015973,NordService IVS,ApS,68203,Syddanmark,1998,1-4,Monthly,False,1
DK82151060,KlintHandel IVS,ApS,69200,Syddanmark,2009,5-9,Quarterly,False,0
DK48746311,NordTek IVS,ApS,56100,Syddanmark,2013,5-9,Quarterly,False,0
DK93085730,LynService ApS,ApS,62010,Midtjylland,1994,1-4,Monthly,False,1
DK29761045,BjergStudio A/S,ApS,63110,Midtjylland,1998,1-4,Quarterly,False,1
DK55265802,OestTal IVS,ApS,71121,Syddanmark,2021,5-9,Quarterly,False,0
DK41174996,EngBogholderi Holding ApS,ApS,62010,Syddanmark,2008,0,Quarterly,False,1
DK63200146,MaaneBogholderi IVS,ApS,43210,Nordjylland,2015,1-4,Quarterly,False,1
DK55814921,EngRen Holding ApS,ApS,41200,Midtjylland,2009,1-4,Half-yearly,False,1
DK80841152,HavStudio ApS,ApS,47990,Sjaelland,2007,1-4,Quarterly,False,1
DK25722679,MaaneRegnskab ApS,ENK,47410,Hovedstaden,1996,0,Quarterly,False,0
DK83701576,SolStudio ApS,IVS,43210,Midtjylland,2006,1-4,Monthly,False,1
DK35186448,HavSmede ApS,ApS,70220,Nordjylland,2016,0,Half-yearly,False,0
DK46917342,MaaneKonsulent Holding ApS,ENK,62010,Nordjylland,1993,50+,Quarterly,False,0
DK40678308,HavKonsult A/S,ENK,62010,Midtjylland,2012,1-4,Monthly,False,0
DK86473762,MaaneTal IVS,ENK,41200,Hovedstaden,1991,0,Half-yearly,False,0
DK41482520,SoeData ApS,ApS,90030,Syddanmark,2010,5-9,Half-yearly,False,1
DK92728960,VestRaad A/S,ENK,62010,Sjaelland,2007,0,Quarterly,False,0
DK78338565,SoeData IVS,ApS,46900,Syddanmark,1995,1-4,Quarterly,False,1
DK60773563,BirkLogistik A/S,ApS,47990,Syddanmark,2021,20-49,Quarterly,False,0
DK87729163,OestMarked ApS,ApS,96020,Midtjylland,1994,1-4,Half-yearly,False,1
DK44098695,BjergSystem Holding ApS,ApS,46900,Hovedstaden,1997,0,Monthly,False,0
DK75040908,MaaneAdvice ApS,ApS,43210,Syddanmark,2019,1-4,Quarterly,False,1
DK69368979,SolTek IVS,ApS,56100,Hovedstaden,2021,1-4,Monthly,False,1
DK37105721,MaaneKonsulent IVS,Holding,01130,Hovedstaden,1994,1-4,Quarterly,True,1
DK22331865,SkovDesign A/S,Holding,62020,Hovedstaden,1992,0,Quarterly,True,1
DK17782908,BjergSystem IVS,ENK,49410,Midtjylland,2001,10-19,Quarterly,False,0
DK36103032,OestAdvice Holding ApS,ApS,62010,Midtjylland,2009,20-49,Half-yearly,False,0
DK91295293,BjergKonsult ApS,A_S,96020,Sjaelland,2018,1-4,Half-yearly,False,1
DK45871443,FjordVaerk A/S,ApS,62010,Nordjylland,2013,0,Quarterly,False,0
DK49440255,SolRaad ApS,ENK,62020,Hovedstaden,1992,0,Quarterly,False,0
DK92564822,AaaRen A/S,ApS,62010,Nordjylland,2023,5-9,Quarterly,False,1
DK11727048,KlintSystem Holding ApS,ApS,70220,Syddanmark,2023,5-9,Quarterly,False,1
DK51442707,BirkTek ApS,A_S,69200,Syddanmark,1995,0,Monthly,False,0
DK26660972,OestTal Holding ApS,ApS,62020,Syddanmark,1993,5-9,Quarterly,False,1
DK77007098,EngRen A/S,ApS,71121,Nordjylland,2024,1-4,Quarterly,False,1
DK14832444,SkyDesign Holding ApS,ApS,70220,Syddanmark,2000,1-4,Half-yearly,False,1
DK51296507,KlintSmede IVS,A_S,85590,Midtjylland,2006,0,Quarterly,False,0
DK34667722,FjordMarked A/S,ApS,49410,Midtjylland,2013,0,Half-yearly,False,0
DK23421106,SydHandel ApS,ENK,41200,Midtjylland,2006,5-9,Quarterly,False,0
DK54122002,SkyRegnskab Holding ApS,ENK,62020,Midtjylland,2006,5-9,Quarterly,False,1
DK85234236,StjerneMarked IVS,ApS,69200,Syddanmark,1992,1-4,Quarterly,False,1
DK48420951,SkovData IVS,ApS,49410,Syddanmark,2016,10-19,Half-yearly,False,0
DK51909240,OestHuset ApS,ApS,62010,Hovedstaden,1990,1-4,Quarterly,False,1
DK24723439,FjordService ApS,ApS,70220,Hovedstaden,2015,1-4,Quarterly,False,1
DK94044670,BirkVaerk Holding ApS,ApS,68203,Midtjylland,2001,0,Monthly,False,0
DK58484614,MaaneKontor ApS,Holding,68203,Syddanmark,2024,1-4,Quarterly,True,1
DK69491496,SkyStudio IVS,ApS,70220,Syddanmark,2015,1-4,Monthly,False,1
DK56970869,VestKontor IVS,ApS,41200,Hovedstaden,2016,0,Quarterly,False,0
DK73726668,KlippeDesign IVS,A_S,71121,Nordjylland,2008,0,Quarterly,False,0
DK39796855,VestKonsulent A/S,ApS,47990,Nordjylland,2007,1-4,Quarterly,False,0
DK54478574,LynBogholderi ApS,A_S,62010,Hovedstaden,2023,5-9,Quarterly,False,0
DK58701140,SoeMarked IVS,ApS,62020,Sjaelland,2000,1-4,Monthly,False,1
DK35652352,BirkRaad A/S,ENK,43210,Syddanmark,2013,0,Quarterly,False,0
DK63635865,LynData ApS,ApS,63110,Syddanmark,2006,1-4,Monthly,False,1
DK65074011,SkovTek ApS,IVS,41200,Midtjylland,1991,1-4,Quarterly,False,1
DK25762952,SolRen IVS,ApS,69200,Midtjylland,2014,0,Quarterly,False,0
DK67820187,SoeHuset Holding ApS,ENK,10710,Hovedstaden,2019,1-4,Quarterly,False,0
DK29628989,SoeSmede ApS,Holding,86220,Syddanmark,2023,50+,Half-yearly,True,0
DK38166442,BirkStudio A/S,ENK,47410,Midtjylland,1999,5-9,Quarterly,False,0
DK90202049,StjerneKontor IVS,ENK,85590,Syddanmark,2001,0,Monthly,False,0
DK95596357,KlintLabs A/S,ENK,63110,Hovedstaden,2015,5-9,Quarterly,False,1
DK36444731,KlintService IVS,ENK,47410,Midtjylland,1995,1-4,Quarterly,False,0
DK89605855,SkovDesign ApS,ENK,62020,Hovedstaden,2018,0,Monthly,False,0
DK89867403,BirkData Holding ApS,A_S,01130,Hovedstaden,2016,0,Quarterly,False,0
DK84749105,KlintLogistik Holding ApS,ApS,96020,Hovedstaden,1993,0,Quarterly,False,0
DK73935657,AaaTek IVS,ApS,49410,Midtjylland,1991,10-19,Quarterly,False,0
DK59294445,SolKontor A/S,ENK,10710,Hovedstaden,2020,1-4,Quarterly,False,1
DK82799697,SydKonsult Holding ApS,ApS,68203,Syddanmark,2014,0,Quarterly,False,0
DK61055705,BjergHuset IVS,ENK,63110,Midtjylland,2022,0,Monthly,False,0
DK58508811,OestKonsult Holding ApS,ApS,68203,Syddanmark,2008,1-4,Quarterly,False,0
DK55158545,BirkTek ApS,ApS,43210,Hovedstaden,2014,1-4,Quarterly,False,0
DK53099996,MarkStudio ApS,ApS,70220,Hovedstaden,1998,0,Quarterly,False,0
DK86422825,KlintSmede IVS,ENK,46900,Sjaelland,2008,0,Half-yearly,False,0
DK19859806,OestVaerk ApS,ApS,69200,Hovedstaden,1995,20-49,Quarterly,False,1
DK65045002,SydKontor IVS,ApS,69200,Hovedstaden,2001,20-49,Quarterly,False,1
DK11248495,SkyStudio ApS,A_S,63110,Sjaelland,2010,5-9,Quarterly,False,1
DK84230452,SydRaad IVS,ENK,62010,Hovedstaden,2003,20-49,Quarterly,False,0
DK38739495,SolSmede A/S,ApS,47410,Sjaelland,2011,1-4,Monthly,False,1
DK32705886,SkySystem Holding ApS,IVS,10710,Hovedstaden,2018,0,Half-yearly,False,0
DK53044512,KlippeTal IVS,ENK,41200,Hovedstaden,2021,0,Half-yearly,False,1
DK21661189,BirkMarked IVS,ApS,46900,Hovedstaden,2002,5-9,Quarterly,False,0
DK65304280,OestMarked Holding ApS,ENK,70220,Hovedstaden,2004,1-4,Monthly,False,0
DK60643860,EngLabs Holding ApS,ApS,71121,Hovedstaden,2020,10-19,Quarterly,False,1
DK17674453,SoeVaerk ApS,ENK,62020,Nordjylland,2006,1-4,Monthly,False,1
DK42382216,LynMarked Holding ApS,ApS,96020,Midtjylland,2011,0,Quarterly,False,1
DK66747876,HavTek Holding ApS,ApS,62020,Midtjylland,2019,1-4,Quarterly,False,1
DK31166555,KlintKontor IVS,ApS,56100,Midtjylland,2010,0,Quarterly,False,1
DK76570274,VestKontor IVS,Holding,47990,Nordjylland,1997,10-19,Quarterly,True,0
DK84909249,HavLogistik Holding ApS,ENK,43210,Midtjylland,2000,5-9,Quarterly,False,1
DK10000271,EngVaerk A/S,ApS,01130,Midtjylland,1995,0,Quarterly,False,0
DK59904333,SydByg A/S,ApS,69200,Hovedstaden,2007,20-49,Monthly,False,0
DK17307795,HavAdvice A/S,ApS,10710,Hovedstaden,1999,5-9,Monthly,False,1
DK64140300,SydHuset Holding ApS,ApS,47990,Midtjylland,1996,1-4,Monthly,False,0
DK49361723,VestRen A/S,ApS,86220,Hovedstaden,2009,0,Half-yearly,False,0
DK10922672,LynSystem Holding ApS,ApS,41200,Syddanmark,1993,1-4,Monthly,False,1
DK95307230,EngByg Holding ApS,ENK,96020,Midtjylland,2024,1-4,Quarterly,False,0
DK10366040,SkySmede Holding ApS,ApS,90030,Hovedstaden,1999,1-4,Quarterly,False,0
DK64873605,KlintKonsult IVS,ApS,70220,Midtjylland,1992,1-4,Quarterly,False,0
DK65957988,KlintTek Holding ApS,ApS,86220,Sjaelland,2022,1-4,Quarterly,False,1
DK81017968,NordSmede Holding ApS,ENK,47990,Midtjylland,1996,5-9,Quarterly,False,0
DK44453708,SoeBogholderi Holding ApS,ApS,71121,Syddanmark,2023,10-19,Monthly,False,0
DK82961143,MaaneRen A/S,ENK,49410,Syddanmark,2021,1-4,Half-yearly,False,0
DK22292486,HavData A/S,A_S,70220,Midtjylland,2006,5-9,Quarterly,False,0
DK84952422,SolLabs A/S,ApS,46900,Hovedstaden,2024,0,Quarterly,False,0
DK49949551,SkyKonsulent ApS,Holding,62010,Hovedstaden,2001,10-19,Half-yearly,True,0
DK35833915,SydBogholderi Holding ApS,A_S,63110,Hovedstaden,2007,0,Monthly,False,0
DK28617346,VestRen A/S,ENK,96020,Syddanmark,2015,0,Quarterly,False,1
DK50491699,KlintKonsult Holding ApS,ENK,70220,Hovedstaden,2022,1-4,Monthly,False,1
DK52832281,VestData A/S,ApS,70220,Syddanmark,1999,5-9,Half-yearly,False,1
DK67913675,HavHuset A/S,ApS,63110,Sjaelland,2014,0,Monthly,False,1
DK88894382,StjerneService A/S,ApS,47410,Nordjylland,1995,1-4,Quarterly,False,1
DK24595232,HavSmede Holding ApS,ApS,86220,Hovedstaden,2001,20-49,Monthly,False,1
DK25087327,MarkDesign IVS,Holding,49410,Sjaelland,1997,0,Monthly,True,0
DK67146911,SkyBogholderi ApS,ApS,62010,Syddanmark,2008,1-4,Quarterly,False,0
DK88533763,StjerneRegnskab A/S,ApS,43210,Hovedstaden,2002,0,Quarterly,False,0
DK28635732,SydAdvice Holding ApS,A_S,71121,Hovedstaden,2001,5-9,Quarterly,False,1
DK27615274,EngByg IVS,ApS,43210,Syddanmark,1991,1-4,Quarterly,False,1
DK26886739,KlippeTek ApS,ENK,70220,Hovedstaden,2016,1-4,Quarterly,False,1
DK48468888,SoeTal Holding ApS,ENK,70220,Hovedstaden,2024,50+,Quarterly,False,0
DK88159509,SolHandel A/S,ApS,71121,Hovedstaden,2016,1-4,Quarterly,False,1
DK91424974,SkovRen A/S,ENK,43210,Hovedstaden,2020,10-19,Quarterly,False,0
DK33547972,AaaRaad IVS,ENK,47410,Syddanmark,1994,0,Half-yearly,False,0
DK81101911,MarkRen A/S,ENK,71121,Sjaelland,2021,5-9,Quarterly,False,1
DK45721967,LynRegnskab IVS,A_S,86220,Nordjylland,2003,1-4,Quarterly,False,0
DK35967735,AaaService ApS,ApS,47990,Hovedstaden,1999,1-4,Monthly,False,0
DK71962805,SoeHuset Holding ApS,ENK,69200,Hovedstaden,1994,10-19,Half-yearly,False,0
DK41488283,MaaneKontor A/S,ENK,86220,Sjaelland,2021,1-4,Quarterly,False,0
DK77652488,MaaneAdvice ApS,ApS,01130,Hovedstaden,1994,1-4,Quarterly,False,1
DK36445879,MarkHandel IVS,ApS,62020,Hovedstaden,2021,0,Quarterly,False,1
DK50367830,NordHuset ApS,ApS,43210,Midtjylland,2018,0,Quarterly,False,0
DK27551371,FjordVaerk IVS,ApS,69200,Midtjylland,2020,5-9,Quarterly,False,1
DK55833336,KlintHuset Holding ApS,ApS,47990,Syddanmark,1993,1-4,Monthly,False,0
DK20799182,OestTek ApS,ApS,63110,Syddanmark,2018,1-4,Quarterly,False,1
DK67037471,SkySystem ApS,ApS,41200,Midtjylland,2011,1-4,Half-yearly,False,1
DK12424310,SolLogistik ApS,A_S,63110,Syddanmark,2013,10-19,Quarterly,False,0
DK31668223,VestMarked A/S,ENK,47410,Nordjylland,2007,5-9,Half-yearly,False,0
DK23532226,BirkRen A/S,ApS,68203,Nordjylland,1990,1-4,Monthly,False,1
DK55817195,MarkKonsult IVS,Holding,70220,Hovedstaden,2017,5-9,Monthly,True,1
DK40291719,SydData ApS,ApS,10710,Midtjylland,1991,5-9,Half-yearly,False,1
DK57761241,EngRaad A/S,ENK,90030,Syddanmark,1993,20-49,Half-yearly,False,0
DK23987767,NordByg Holding ApS,ENK,10710,Midtjylland,2022,1-4,Half-yearly,False,1
DK49253648,LynAdvice ApS,ApS,62020,Sjaelland,2019,20-49,Quarterly,False,1
DK82184169,SoeAdvice ApS,ENK,86220,Hovedstaden,2008,0,Quarterly,False,0
DK25666056,NordStudio ApS,ApS,62010,Syddanmark,2023,0,Quarterly,False,0
DK22270664,BjergByg Holding ApS,ENK,70220,Midtjylland,1992,0,Quarterly,False,0
DK24382867,SkyHandel ApS,ENK,10710,Syddanmark,2017,1-4,Quarterly,False,0
DK15960028,KlintRen A/S,ApS,56100,Midtjylland,2003,20-49,Monthly,False,1
DK20524385,BjergMarked ApS,A_S,46900,Midtjylland,2021,1-4,Half-yearly,False,1
DK87181031,SoeByg ApS,Holding,70220,Nordjylland,2012,1-4,Half-yearly,True,1
DK99930275,NordByg ApS,ENK,86220,Syddanmark,1993,0,Monthly,False,0
DK84079046,BjergStudio Holding ApS,Holding,56100,Midtjylland,2015,1-4,Quarterly,True,0
DK20008211,KlippeHandel A/S,Holding,71121,Hovedstaden,1993,1-4,Quarterly,True,1
DK51460105,SkovKonsult IVS,ApS,49410,Midtjylland,2016,1-4,Quarterly,False,1
DK95025419,OestVaerk ApS,ENK,63110,Hovedstaden,2022,0,Quarterly,False,0
DK29093937,LynRaad ApS,Holding,62020,Hovedstaden,1994,1-4,Monthly,True,0
DK91418999,KlintVaerk A/S,ApS,41200,Midtjylland,2007,1-4,Quarterly,False,0
DK48978341,VestKonsulent IVS,ApS,68203,Syddanmark,1994,1-4,Quarterly,False,1
DK47736149,SolKontor A/S,ApS,63110,Syddanmark,2003,10-19,Quarterly,False,1
DK95372923,SkovTal IVS,ENK,63110,Midtjylland,2005,5-9,Quarterly,False,0
DK85484271,SkovTek IVS,ENK,62020,Midtjylland,2021,1-4,Quarterly,False,1
DK23250512,StjerneLabs A/S,ApS,01130,Sjaelland,2016,1-4,Monthly,False,1
DK80321513,HavKontor A/S,ApS,63110,Midtjylland,2012,0,Half-yearly,False,1
DK65197335,SoeTek ApS,ApS,47410,Syddanmark,2011,0,Quarterly,False,0
DK96881154,SolHuset IVS,A_S,90030,Syddanmark,1997,10-19,Monthly,False,0
DK10649491,EngService Holding ApS,ApS,62010,Hovedstaden,2008,0,Quarterly,False,0
DK50237482,SydDesign Holding ApS,ApS,46900,Hovedstaden,2018,5-9,Quarterly,False,0
DK81222901,LynLogistik A/S,A_S,47410,Hovedstaden,1992,0,Quarterly,False,1
DK85027693,OestByg ApS,ApS,86220,Syddanmark,2007,1-4,Quarterly,False,1
DK12213095,LynStudio IVS,ApS,69200,Hovedstaden,2007,0,Quarterly,False,1
DK19064293,BirkRaad IVS,ENK,70220,Hovedstaden,2016,5-9,Monthly,False,1
DK81943167,FjordRaad A/S,Holding,62020,Sjaelland,2012,1-4,Half-yearly,True,0
DK17457598,AaaSmede Holding ApS,ApS,47990,Sjaelland,2019,1-4,Half-yearly,False,0
DK27524260,MaaneHuset Holding ApS,A_S,85590,Nordjylland,1993,1-4,Quarterly,False,1
DK53996443,MaaneHuset A/S,ApS,62020,Hovedstaden,2020,5-9,Monthly,False,1
DK28671516,NordLabs A/S,IVS,70220,Hovedstaden,2017,0,Quarterly,False,0
DK28017203,SkyService IVS,ApS,49410,Midtjylland,1992,1-4,Quarterly,False,1
DK16539287,BjergService IVS,ApS,62010,Midtjylland,2005,0,Monthly,False,0
DK97084044,BjergLabs ApS,ApS,69200,Sjaelland,2004,0,Quarterly,False,0
DK16765331,EngSmede A/S,ENK,46900,Hovedstaden,2011,0,Quarterly,False,0
DK49515351,HavLogistik IVS,ApS,69200,Hovedstaden,1998,0,Quarterly,False,0
DK44464734,SydStudio A/S,ApS,63110,Midtjylland,2006,10-19,Half-yearly,False,0
DK21922691,KlippeAdvice ApS,A_S,71121,Syddanmark,2016,0,Half-yearly,False,0
DK23612456,HavHandel IVS,ENK,62020,Sjaelland,2006,1-4,Quarterly,False,1
DK60358178,MarkKonsult A/S,ApS,46900,Midtjylland,2008,5-9,Quarterly,False,1
DK41497926,HavBogholderi ApS,ENK,56100,Nordjylland,2002,5-9,Half-yearly,False,0
DK16576686,MarkSmede A/S,ENK,43210,Nordjylland,2016,1-4,Half-yearly,False,1
DK31427757,OestTek IVS,Holding,62010,Hovedstaden,2011,5-9,Quarterly,True,0
DK25964034,SoeVaerk ApS,ApS,96020,Syddanmark,2013,1-4,Monthly,False,0
DK75143823,HavLogistik ApS,ApS,62020,Syddanmark,1995,5-9,Monthly,False,1
DK47747721,OestTek A/S,ApS,85590,Syddanmark,2008,1-4,Quarterly,False,0
DK45558803,SkovByg A/S,ApS,70220,Hovedstaden,2011,1-4,Quarterly,False,0
DK60118576,StjerneByg IVS,ENK,85590,Midtjylland,2017,0,Monthly,False,0
DK99121900,SolTal IVS,A_S,62020,Midtjylland,1996,10-19,Quarterly,False,0
DK22263670,VestRegnskab Holding ApS,ApS,62020,Hovedstaden,2014,20-49,Quarterly,False,0
DK39330356,KlintKontor IVS,A_S,47410,Syddanmark,2021,1-4,Quarterly,False,1
DK67311458,KlintSmede IVS,ApS,62010,Nordjylland,1991,20-49,Quarterly,False,1
