meeting_key,deal_key,company_key,rep_key,meeting_date_key,meeting_status,no_show_flag,days_from_create,days_to_close
M0002579,D0002579,C0052520,R002,20240802,Held,0,0.0,5.0
M0002580,D0002580,C0094427,R001,20250109,Held,0,1.0,22.0
M0002581,D0002581,C0018640,R010,20250903,Held,0,1.0,25.0
M0002582,D0002582,C0100973,R009,20241113,Cancelled,1,1.0,
M0002583,D0002583,C0060808,R008,20250807,Held,0,0.0,44.0
M0002584,D0002584,C0003331,R015,20260414,Cancelled,1,0.0,
M0002585,D0002585,C0046659,R011,20261210,Cancelled,1,1.0,
M0002586,D0002586,C0070323,R001,20250308,Cancelled,1,1.0,
M0002587,D0002587,C0060619,R010,20260511,Held,0,0.0,31.0
M0002588,D0002588,C0008667,R006,20260824,Held,0,0.0,20.0
M0002589,D0002589,C0055229,R003,20251001,Held,0,0.0,25.0
M0002590,D0002590,C0079107,R006,20241101,Cancelled,1,1.0,
M0002591,D0002591,C0046860,R013,20250320,Held,0,1.0,17.0
M0002592,D0002592,C0064558,R003,20241009,Cancelled,1,0.0,
M0002593,D0002593,C0088703,R006,20260331,Cancelled,1,1.0,
M0002594,D0002594,C0020900,R011,20240508,Held,0,1.0,19.0
M0002595,D0002595,C0082759,R004,20251021,Held,0,0.0,7.0
M0002596,D0002596,C0074035,R006,20240720,Cancelled,1,1.0,
M0002597,D0002597,C0005174,R015,20250422,Held,0,0.0,30.0
M0002598,D0002598,C0039291,R012,20260806,Cancelled,1,0.0,
M0002599,D0002599,C0030820,R002,20240709,Cancelled,1,0.0,
M0002600,D0002600,C0037082,R013,20260714,Held,0,0.0,21.0
M0002601,D0002601,C0047869,R004,20250411,Held,0,1.0,21.0
M0002602,D0002602,C0045671,R007,20260509,Held,0,1.0,3.0
M0002603,D0002603,C0018971,R014,20250826,Held,0,0.0,12.0
M0002604,D0002604,C0030090,R003,20250213,Cancelled,1,1.0,
M0002605,D0002605,C0062704,R003,20250502,Cancelled,1,0.0,
M0002606,D0002606,C0071391,R006,20250319,Held,0,1.0,12.0
M0002607,D0002607,C0024420,R008,20241125,Held,0,0.0,0.0
M0002608,D0002608,C0069022,R004,20261021,Cancelled,1,0.0,
M0002609,D0002609,C0041760,R006,20250619,Held,0,1.0,29.0
M0002610,D0002610,C0039194,R011,20260903,Held,0,1.0,9.0
M0002611,D0002611,C0054135,R001,20240627,Cancelled,1,0.0,
M0002612,D0002612,C0036116,R009,20240415,Cancelled,1,0.0,
M0002613,D0002613,C0024749,R001,20261111,Held,0,0.0,12.0
M0002614,D0002614,C0006130,R001,20261103,Held,0,0.0,3.0
M0002615,D0002615,C0014198,R009,20260623,Held,0,0.0,11.0
M0002616,D0002616,C0041274,R007,20261224,Held,0,0.0,20.0
M0002617,D0002617,C0058114,R009,20260313,Held,0,0.0,6.0
M0002618,D0002618,C0041836,R008,20240803,Cancelled,1,1.0,
M0002619,D0002619,C0062603,R007,20241101,Held,0,0.0,12.0
M0002620,D0002620,C0092453,R010,20261211,Cancelled,1,1.0,
M0002621,D0002621,C0085024,R011,20241001,Cancelled,1,0.0,
M0002622,D0002622,C0028053,R009,20241114,Held,0,1.0,3.0
M0002623,D0002623,C0061000,R008,20260919,Held,0,1.0,14.0
M0002624,D0002624,C0022241,R011,20251127,Held,0,0.0,2.0
M0002625,D0002625,C0044724,R007,20260310,Held,0,1.0,2.0
M0002626,D0002626,C0036388,R003,20240323,Held,0,1.0,14.0
M0002627,D0002627,C0049580,R002,20241211,Held,0,0.0,12.0
M0002628,D0002628,C0094451,R008,20250610,Held,0,1.0,8.0
M0002629,D0002629,C0055967,R008,20240413,Cancelled,1,1.0,
M0002630,D0002630,C0057224,R009,20250526,Held,0,0.0,13.0
M0002631,D0002631,C0051540,R005,20250901,Held,0,0.0,5.0
M0002632,D0002632,C0063045,R005,20260831,Held,0,0.0,11.0
M0002633,D0002633,C0029349,R012,20250121,Held,0,1.0,18.0
M0002634,D0002634,C0065742,R011,20241129,Cancelled,1,0.0,
M0002635,D0002635,C0002852,R005,20261016,Held,0,0.0,16.0
M0002636,D0002636,C0083106,R010,20260817,Held,0,0.0,4.0
M0002637,D0002637,C0008894,R012,20261125,Held,0,0.0,7.0
M0002638,D0002638,C0101320,R003,20260429,Cancelled,1,1.0,
M0002639,D0002639,C0002565,R003,20261222,Cancelled,1,0.0,
M0002640,D0002640,C0028349,R008,20250211,Cancelled,1,1.0,
M0002641,D0002641,C0038410,R014,20260929,Held,0,1.0,4.0
M0002642,D0002642,C0049111,R009,20250527,Held,0,0.0,6.0
M0002643,D0002643,C0000881,R011,20260514,Cancelled,1,1.0,
M0002644,D0002644,C0009833,R008,20241210,Held,0,1.0,8.0
M0002645,D0002645,C0077341,R011,20240129,Held,0,0.0,20.0
M0002646,D0002646,C0036195,R014,20240416,Held,0,1.0,9.0
M0002647,D0002647,C0040505,R010,20260119,Held,0,0.0,16.0
M0002648,D0002648,C0043627,R005,20250131,Held,0,0.0,21.0
M0002649,D0002649,C0039262,R003,20250423,Held,0,1.0,6.0
M0002650,D0002650,C0013865,R012,20250816,Cancelled,1,1.0,
M0002651,D0002651,C0099122,R014,20240315,Held,0,1.0,6.0
M0002652,D0002652,C0063158,R014,20250415,Cancelled,1,1.0,
M0002653,D0002653,C0056114,R001,20240511,Held,0,1.0,12.0
M0002654,D0002654,C0068941,R005,20240313,Cancelled,1,0.0,
M0002655,D0002655,C0094610,R006,20261023,Held,0,1.0,20.0
M0002656,D0002656,C0083948,R015,20260319,Cancelled,1,0.0,
M0002657,D0002657,C0079202,R006,20251230,Held,0,1.0,24.0
M0002658,D0002658,C0053221,R015,20261218,Held,0,1.0,5.0
M0002659,D0002659,C0062741,R012,20261230,Cancelled,1,1.0,
M0002660,D0002660,C0084834,R003,20261029,Cancelled,1,1.0,
M0002661,D0002661,C0069259,R006,20250606,Held,0,0.0,9.0
M0002662,D0002662,C0046683,R015,20240720,Held,0,1.0,11.0
M0002663,D0002663,C0050183,R015,20260124,Held,0,1.0,11.0
M0002664,D0002664,C0044606,R015,20250215,Held,0,1.0,3.0
M0002665,D0002665,C0014072,R008,20250515,Held,0,0.0,25.0
M0002666,D0002666,C0079795,R003,20240103,Held,0,1.0,7.0
M0002667,D0002667,C0067560,R011,20240730,Held,0,1.0,12.0
M0002668,D0002668,C0047024,R009,20240108,Cancelled,1,0.0,
M0002669,D0002669,C0097158,R012,20240228,Held,0,0.0,8.0
M0002670,D0002670,C0081848,R011,20250305,Cancelled,1,0.0,
M0002671,D0002671,C0063221,R004,20240608,Cancelled,1,1.0,
M0002672,D0002672,C0068962,R007,20260319,Held,0,0.0,4.0
M0002673,D0002673,C0042274,R005,20260107,Cancelled,1,1.0,
M0002674,D0002674,C0009714,R014,20261023,Held,0,0.0,13.0
M0002675,D0002675,C0080166,R011,20240902,Cancelled,1,0.0,
M0002676,D0002676,C0045387,R009,20260507,Cancelled,1,0.0,
M0002677,D0002677,C0016767,R009,20260616,Cancelled,1,0.0,
M0002678,D0002678,C0061288,R008,20241119,Held,0,0.0,26.0
M0002679,D0002679,C0003645,R002,20250402,Held,0,1.0,26.0
M0002680,D0002680,C0008852,R013,20260620,Cancelled,1,1.0,
M0002681,D0002681,C0091620,R015,20250116,Held,0,0.0,25.0
M0002682,D0002682,C0030206,R008,20260911,Held,0,1.0,23.0
M0002683,D0002683,C0002390,R005,20250509,Held,0,1.0,6.0
M0002684,D0002684,C0071455,R004,20251205,Cancelled,1,1.0,
M0002685,D0002685,C0007530,R004,20260410,Cancelled,1,1.0,
M0002686,D0002686,C0004257,R013,20261109,Held,0,0.0,15.0
M0002687,D0002687,C0000835,R004,20260814,Cancelled,1,0.0,
M0002688,D0002688,C0016763,R014,20241105,Held,0,1.0,14.0
M0002689,D0002689,C0092473,R011,20240914,Held,0,1.0,6.0
M0002690,D0002690,C0086364,R004,20260325,Cancelled,1,0.0,
M0002691,D0002691,C0048460,R006,20240510,Cancelled,1,1.0,
M0002692,D0002692,C0033590,R012,20240316,Cancelled,1,1.0,
M0002693,D0002693,C0098779,R015,20250515,Held,0,1.0,32.0
M0002694,D0002694,C0061290,R011,20250915,Held,0,0.0,14.0
M0002695,D0002695,C0013425,R015,20260624,Held,0,1.0,11.0
M0002696,D0002696,C0070490,R014,20250718,Cancelled,1,0.0,
M0002697,D0002697,C0040727,R003,20240111,Held,0,1.0,6.0
M0002698,D0002698,C0089982,R009,20241224,Held,0,0.0,20.0
M0002699,D0002699,C0095141,R002,20240313,Held,0,1.0,15.0
M0002700,D0002700,C0004145,R011,20260904,Held,0,0.0,6.0
M0002701,D0002701,C0030377,R005,20260416,Held,0,0.0,20.0
M0002702,D0002702,C0077396,R015,20260826,Held,0,1.0,36.0
M0002703,D0002703,C0101795,R006,20260708,Held,0,0.0,21.0
M0002704,D0002704,C0078856,R007,20241109,Held,0,1.0,26.0
M0002705,D0002705,C0093813,R001,20250725,Cancelled,1,0.0,
M0002706,D0002706,C0006130,R005,20250206,Cancelled,1,0.0,
M0002707,D0002707,C0053488,R002,20240314,Cancelled,1,0.0,
M0002708,D0002708,C0067717,R011,20240724,Held,0,1.0,6.0
M0002709,D0002709,C0035492,R004,20240425,Held,0,1.0,13.0
M0002710,D0002710,C0095455,R013,20260120,Held,0,0.0,3.0
M0002711,D0002711,C0102399,R014,20251212,Held,0,1.0,10.0
M0002712,D0002712,C0013583,R004,20240329,Held,0,0.0,19.0
M0002713,D0002713,C0043262,R012,20241011,Cancelled,1,1.0,
M0002714,D0002714,C0082644,R003,20260813,Held,0,1.0,9.0
M0002715,D0002715,C0046723,R015,20261119,Cancelled,1,1.0,
M0002716,D0002716,C0071369,R014,20240907,Cancelled,1,1.0,
M0002717,D0002717,C0035434,R011,20240517,Cancelled,1,1.0,
M0002718,D0002718,C0061506,R014,20241224,Cancelled,1,0.0,
M0002719,D0002719,C0088786,R010,20260821,Cancelled,1,0.0,
M0002720,D0002720,C0072604,R001,20261013,Cancelled,1,1.0,
M0002721,D0002721,C0022529,R014,20250709,Held,0,1.0,23.0
M0002722,D0002722,C0005258,R012,20241224,Held,0,0.0,5.0
M0002723,D0002723,C0100142,R005,20260424,Held,0,0.0,4.0
M0002724,D0002724,C0041503,R007,20250314,Cancelled,1,1.0,
M0002725,D0002725,C0084843,R004,20240214,Cancelled,1,0.0,
M0002726,D0002726,C0072344,R011,20250123,Cancelled,1,0.0,
M0002727,D0002727,C0021075,R003,20261228,Held,0,0.0,9.0
M0002728,D0002728,C0005783,R012,20240613,Held,0,0.0,7.0
M0002729,D0002729,C0042234,R014,20241225,Cancelled,1,0.0,
M0002730,D0002730,C0052582,R009,20240301,Cancelled,1,1.0,
M0002731,D0002731,C0084247,R001,20260903,Held,0,0.0,12.0
M0002732,D0002732,C0034771,R009,20240917,Cancelled,1,0.0,
M0002733,D0002733,C0053248,R008,20261229,Cancelled,1,1.0,
M0002734,D0002734,C0005799,R011,20240905,Cancelled,1,1.0,
M0002735,D0002735,C0087012,R014,20251030,Held,0,0.0,13.0
M0002736,D0002736,C0066592,R003,20240307,Held,0,0.0,8.0
M0002737,D0002737,C0041247,R002,20251119,Held,0,1.0,30.0
M0002738,D0002738,C0058920,R006,20261113,Cancelled,1,1.0,
M0002739,D0002739,C0075584,R007,20261009,Cancelled,1,0.0,
M0002740,D0002740,C0011468,R014,20250107,Held,0,0.0,19.0
M0002741,D0002741,C0061536,R014,20260828,Cancelled,1,1.0,
M0002742,D0002742,C0037128,R001,20240423,Cancelled,1,0.0,
M0002743,D0002743,C0058389,R003,20250430,Held,0,0.0,11.0
M0002744,D0002744,C0054143,R003,20250929,Held,0,0.0,36.0
M0002745,D0002745,C0023347,R013,20250627,Cancelled,1,0.0,
M0002746,D0002746,C0082966,R014,20251230,Held,0,0.0,25.0
M0002747,D0002747,C0027850,R009,20251113,Held,0,0.0,41.0
M0002748,D0002748,C0036088,R008,20240514,Held,0,0.0,15.0
M0002749,D0002749,C0044480,R008,20261013,Held,0,1.0,21.0
M0002750,D0002750,C0059411,R010,20240404,Held,0,0.0,3.0
M0002751,D0002751,C0032861,R011,20261106,Cancelled,1,0.0,
M0002752,D0002752,C0080209,R011,20241007,Cancelled,1,0.0,
M0002753,D0002753,C0079776,R002,20250313,Held,0,1.0,31.0
M0002754,D0002754,C0071830,R012,20260722,Held,0,0.0,8.0
M0002755,D0002755,C0035714,R011,20241107,Held,0,0.0,8.0
M0002756,D0002756,C0058237,R004,20251031,Cancelled,1,1.0,
M0002757,D0002757,C0019968,R010,20240510,Held,0,0.0,8.0
M0002758,D0002758,C0000449,R004,20240320,Held,0,1.0,14.0
M0002759,D0002759,C0095563,R006,20261112,Cancelled,1,0.0,
M0002760,D0002760,C0051595,R006,20261005,Held,0,0.0,6.0
M0002761,D0002761,C0012961,R011,20240213,Cancelled,1,0.0,
M0002762,D0002762,C0016409,R009,20260803,Held,0,0.0,12.0
M0002763,D0002763,C0050660,R007,20240111,Cancelled,1,1.0,
M0002764,D0002764,C0042503,R006,20260918,Cancelled,1,1.0,
M0002765,D0002765,C0098351,R009,20260402,Held,0,1.0,15.0
M0002766,D0002766,C0085504,R001,20250526,Held,0,0.0,23.0
M0002767,D0002767,C0010268,R008,20250221,Held,0,0.0,16.0
M0002768,D0002768,C0003081,R015,20250515,Held,0,1.0,20.0
M0002769,D0002769,C0066414,R006,20240306,Cancelled,1,1.0,
M0002770,D0002770,C0067242,R013,20240528,Held,0,0.0,13.0
M0002771,D0002771,C0038133,R015,20240903,Held,0,1.0,23.0
M0002772,D0002772,C0079232,R014,20260317,Held,0,0.0,15.0
M0002773,D0002773,C0038362,R003,20260724,Cancelled,1,0.0,
M0002774,D0002774,C0094705,R014,20261120,Held,0,1.0,11.0
M0002775,D0002775,C0048608,R010,20250902,Held,0,1.0,22.0
M0002776,D0002776,C0034468,R011,20241225,Held,0,0.0,31.0
M0002777,D0002777,C0040460,R008,20251002,Cancelled,1,0.0,
M0002778,D0002778,C0041107,R003,20240717,Cancelled,1,1.0,
M0002779,D0002779,C0024366,R010,20251028,Cancelled,1,1.0,
M0002780,D0002780,C0032408,R010,20250626,Cancelled,1,0.0,
M0002781,D0002781,C0081152,R015,20250625,Held,0,1.0,30.0
M0002782,D0002782,C0042876,R009,20240103,Held,0,0.0,13.0
M0002783,D0002783,C0060052,R008,20260529,Held,0,1.0,2.0
M0002784,D0002784,C0020105,R001,20260304,Held,0,0.0,3.0
M0002785,D0002785,C0029188,R014,20240215,Held,0,0.0,4.0
M0002786,D0002786,C0048270,R011,20260218,Held,0,1.0,16.0
M0002787,D0002787,C0066662,R005,20260909,Cancelled,1,0.0,
M0002788,D0002788,C0039560,R001,20241007,Cancelled,1,0.0,
M0002789,D0002789,C0100571,R015,20260602,Held,0,0.0,2.0
M0002790,D0002790,C0051308,R001,20261210,Cancelled,1,0.0,
M0002791,D0002791,C0086935,R014,20240210,Held,0,1.0,20.0
M0002792,D0002792,C0073197,R014,20240516,Cancelled,1,1.0,
M0002793,D0002793,C0043367,R009,20250328,Cancelled,1,1.0,
M0002794,D0002794,C0068017,R014,20261001,Cancelled,1,0.0,
M0002795,D0002795,C0032270,R009,20260806,Held,0,0.0,15.0
M0002796,D0002796,C0089657,R008,20250619,Held,0,1.0,22.0
M0002797,D0002797,C0021165,R011,20240724,Held,0,0.0,7.0
M0002798,D0002798,C0100340,R003,20250315,Held,0,1.0,24.0
M0002799,D0002799,C0034716,R014,20250328,Held,0,0.0,5.0
M0002800,D0002800,C0077153,R003,20240221,Held,0,1.0,26.0
M0002801,D0002801,C0047092,R005,20250515,Held,0,0.0,25.0
M0002802,D0002802,C0090957,R009,20251002,Held,0,1.0,5.0
M0002803,D0002803,C0078675,R007,20240405,Cancelled,1,1.0,
M0002804,D0002804,C0071374,R006,20240801,Held,0,0.0,22.0
M0002805,D0002805,C0047805,R009,20241111,Held,0,0.0,13.0
M0002806,D0002806,C0023933,R005,20241016,Cancelled,1,1.0,
M0002807,D0002807,C0011865,R005,20261026,Held,0,0.0,21.0
M0002808,D0002808,C0075644,R006,20251219,Cancelled,1,0.0,
M0002809,D0002809,C0033609,R007,20250305,Held,0,0.0,16.0
M0002810,D0002810,C0002913,R006,20250519,Held,0,0.0,16.0
M0002811,D0002811,C0002901,R010,20261020,Held,0,1.0,25.0
M0002812,D0002812,C0021809,R005,20260114,Cancelled,1,0.0,
M0002813,D0002813,C0073069,R008,20260303,Cancelled,1,0.0,
M0002814,D0002814,C0052348,R001,20250813,Held,0,1.0,15.0
M0002815,D0002815,C0074910,R004,20260626,Cancelled,1,0.0,
M0002816,D0002816,C0070227,R010,20261106,Held,0,0.0,4.0
M0002817,D0002817,C0092248,R003,20250605,Held,0,1.0,4.0
M0002818,D0002818,C0095485,R010,20251113,Cancelled,1,1.0,
M0002819,D0002819,C0077606,R002,20251225,Cancelled,1,1.0,
M0002820,D0002820,C0052841,R006,20261207,Held,0,0.0,7.0
M0002821,D0002821,C0062902,R007,20240401,Held,0,0.0,9.0
M0002822,D0002822,C0036077,R010,20250726,Cancelled,1,1.0,
M0002823,D0002823,C0026569,R010,20250506,Cancelled,1,1.0,
M0002824,D0002824,C0073402,R012,20240305,Cancelled,1,1.0,
M0002825,D0002825,C0084371,R007,20250711,Held,0,0.0,15.0
M0002826,D0002826,C0071549,R007,20260904,Held,0,1.0,13.0
M0002827,D0002827,C0068728,R010,20250913,Cancelled,1,1.0,
M0002828,D0002828,C0025993,R004,20251115,Held,0,1.0,3.0
M0002829,D0002829,C0059334,R009,20240418,Held,0,1.0,8.0
M0002830,D0002830,C0021939,R006,20260902,Cancelled,1,1.0,
M0002831,D0002831,C0091982,R002,20251020,Cancelled,1,0.0,
M0002832,D0002832,C0015028,R013,20240219,Held,0,0.0,1.0
M0002833,D0002833,C0037461,R003,20251104,Cancelled,1,0.0,
M0002834,D0002834,C0040878,R011,20250512,Cancelled,1,0.0,
M0002835,D0002835,C0009906,R006,20260105,Cancelled,1,0.0,
M0002836,D0002836,C0082526,R015,20250111,Cancelled,1,1.0,
M0002837,D0002837,C0021861,R006,20250115,Cancelled,1,0.0,
M0002838,D0002838,C0090234,R015,20250922,Held,0,0.0,19.0
M0002839,D0002839,C0000596,R005,20240830,Held,0,0.0,13.0
M0002840,D0002840,C0015601,R011,20260121,Held,0,1.0,15.0
M0002841,D0002841,C0082495,R004,20261007,Held,0,0.0,33.0
M0002842,D0002842,C0021229,R012,20261124,Held,0,1.0,16.0
M0002843,D0002843,C0089063,R009,20250422,Cancelled,1,1.0,
M0002844,D0002844,C0055397,R005,20240708,Held,0,0.0,10.0
M0002845,D0002845,C0056869,R001,20261016,Held,0,1.0,13.0
M0002846,D0002846,C0050043,R004,20250319,Held,0,1.0,13.0
M0002847,D0002847,C0065020,R004,20260306,Cancelled,1,0.0,
M0002848,D0002848,C0044896,R011,20241015,Cancelled,1,1.0,
M0002849,D0002849,C0084520,R012,20240822,Held,0,1.0,8.0
M0002850,D0002850,C0037940,R010,20240228,Held,0,0.0,4.0
M0002851,D0002851,C0076579,R003,20260808,Cancelled,1,1.0,
M0002852,D0002852,C0060041,R010,20240827,Cancelled,1,1.0,
M0002853,D0002853,C0009772,R001,20250520,Cancelled,1,1.0,
M0002854,D0002854,C0072037,R006,20240510,Held,0,1.0,5.0
M0002855,D0002855,C0059261,R015,20240321,Held,0,0.0,6.0
M0002856,D0002856,C0032259,R012,20240914,Held,0,1.0,22.0
M0002857,D0002857,C0069988,R011,20250123,Cancelled,1,1.0,
M0002858,D0002858,C0061401,R006,20251014,Cancelled,1,1.0,
M0002859,D0002859,C0008122,R008,20240703,Held,0,1.0,27.0
M0002860,D0002860,C0068009,R013,20240926,Held,0,1.0,30.0
M0002861,D0002861,C0082014,R012,20250416,Cancelled,1,0.0,
M0002862,D0002862,C0054696,R014,20251110,Cancelled,1,0.0,
M0002863,D0002863,C0063852,R015,20240308,Cancelled,1,1.0,
M0002864,D0002864,C0101721,R008,20261231,Cancelled,1,0.0,
M0002865,D0002865,C0077694,R002,20241217,Cancelled,1,0.0,
M0002866,D0002866,C0095220,R002,20241211,Held,0,0.0,12.0
M0002867,D0002867,C0086547,R014,20251211,Cancelled,1,0.0,
M0002868,D0002868,C0061240,R015,20251127,Held,0,1.0,16.0
M0002869,D0002869,C0014561,R013,20250513,Held,0,0.0,8.0
M0002870,D0002870,C0053212,R015,20250108,Cancelled,1,0.0,
M0002871,D0002871,C0068730,R004,20250716,Held,0,0.0,10.0
M0002872,D0002872,C0029930,R001,20250127,Held,0,0.0,7.0
M0002873,D0002873,C0088754,R006,20240102,Held,0,0.0,16.0
M0002874,D0002874,C0097484,R004,20250918,Held,0,1.0,23.0
M0002875,D0002875,C0040405,R013,20260716,Held,0,1.0,10.0
M0002876,D0002876,C0075028,R005,20251107,Cancelled,1,1.0,
M0002877,D0002877,C0004293,R014,20240123,Cancelled,1,1.0,
M0002878,D0002878,C0007761,R001,20250807,Cancelled,1,1.0,
M0002879,D0002879,C0082523,R015,20250211,Held,0,0.0,5.0
M0002880,D0002880,C0053945,R013,20251208,Held,0,0.0,22.0
M0002881,D0002881,C0079184,R012,20241028,Cancelled,1,0.0,
M0002882,D0002882,C0068523,R011,20251217,Held,0,0.0,18.0
M0002883,D0002883,C0077092,R011,20240522,Held,0,0.0,3.0
M0002884,D0002884,C0007620,R004,20240408,Held,0,0.0,6.0
M0002885,D0002885,C0100795,R008,20260110,Cancelled,1,1.0,
M0002886,D0002886,C0070384,R002,20261029,Cancelled,1,1.0,
M0002887,D0002887,C0048248,R010,20261002,Held,0,1.0,10.0
M0002888,D0002888,C0067960,R001,20250404,Held,0,0.0,22.0
M0002889,D0002889,C0025295,R005,20240228,Held,0,0.0,11.0
M0002890,D0002890,C0090892,R005,20261201,Held,0,0.0,17.0
M0002891,D0002891,C0023969,R009,20260615,Held,0,0.0,7.0
M0002892,D0002892,C0060734,R004,20250723,Held,0,0.0,8.0
M0002893,D0002893,C0016227,R013,20250531,Held,0,1.0,14.0
M0002894,D0002894,C0061253,R013,20260827,Held,0,1.0,15.0
M0002895,D0002895,C0034436,R012,20260311,Held,0,1.0,6.0
M0002896,D0002896,C0092701,R002,20251225,Held,0,1.0,16.0
M0002897,D0002897,C0027225,R013,20240213,Held,0,0.0,10.0
M0002898,D0002898,C0093214,R012,20260219,Held,0,0.0,13.0
M0002899,D0002899,C0042027,R013,20261202,Cancelled,1,0.0,
M0002900,D0002900,C0059759,R014,20260228,Held,0,1.0,20.0
M0002901,D0002901,C0029364,R010,20241219,Cancelled,1,0.0,
M0002902,D0002902,C0007955,R009,20250430,Cancelled,1,1.0,
M0002903,D0002903,C0089770,R012,20260420,Cancelled,1,0.0,
M0002904,D0002904,C0027512,R007,20250404,Held,0,1.0,36.0
M0002905,D0002905,C0011957,R015,20261028,Held,0,1.0,9.0
M0002906,D0002906,C0030558,R009,20240417,Held,0,1.0,38.0
M0002907,D0002907,C0050336,R013,20260519,Cancelled,1,0.0,
M0002908,D0002908,C0038708,R003,20240302,Cancelled,1,1.0,
M0002909,D0002909,C0094910,R013,20250705,Cancelled,1,1.0,
M0002910,D0002910,C0042443,R002,20260602,Held,0,0.0,10.0
M0002911,D0002911,C0094212,R015,20260605,Held,0,1.0,3.0
M0002912,D0002912,C0057004,R008,20241227,Cancelled,1,0.0,
M0002913,D0002913,C0096205,R007,20250804,Cancelled,1,0.0,
M0002914,D0002914,C0044529,R003,20240718,Cancelled,1,1.0,
M0002915,D0002915,C0097437,R015,20240918,Held,0,0.0,5.0
M0002916,D0002916,C0047632,R002,20250405,Cancelled,1,1.0,
M0002917,D0002917,C0032271,R005,20260422,Held,0,1.0,24.0
M0002918,D0002918,C0066055,R003,20260603,Held,0,1.0,8.0
M0002919,D0002919,C0084413,R012,20260226,Held,0,1.0,5.0
M0002920,D0002920,C0010855,R004,20260909,Held,0,0.0,32.0
M0002921,D0002921,C0078980,R007,20260829,Held,0,1.0,3.0
M0002922,D0002922,C0059758,R006,20250123,Held,0,0.0,6.0
M0002923,D0002923,C0026001,R014,20251001,Held,0,1.0,19.0
M0002924,D0002924,C0069679,R008,20250129,Held,0,0.0,15.0
M0002925,D0002925,C0090411,R002,20240610,Held,0,0.0,8.0
M0002926,D0002926,C0056417,R004,20250613,Cancelled,1,0.0,
M0002927,D0002927,C0052434,R001,20250217,Cancelled,1,0.0,
M0002928,D0002928,C0016935,R011,20251023,Cancelled,1,0.0,
M0002929,D0002929,C0012031,R014,20261225,Held,0,1.0,7.0
M0002930,D0002930,C0024488,R013,20240813,Held,0,1.0,14.0
M0002931,D0002931,C0014010,R015,20260819,Held,0,0.0,6.0
M0002932,D0002932,C0073808,R011,20250408,Cancelled,1,1.0,
M0002933,D0002933,C0026244,R006,20251002,Held,0,0.0,11.0
M0002934,D0002934,C0048710,R011,20250424,Cancelled,1,0.0,
M0002935,D0002935,C0007994,R003,20240924,Held,0,1.0,9.0
M0002936,D0002936,C0020585,R009,20251118,Held,0,1.0,2.0
M0002937,D0002937,C0026333,R011,20260320,Held,0,0.0,15.0
M0002938,D0002938,C0009887,R001,20250602,Held,0,0.0,5.0
M0002939,D0002939,C0088775,R003,20240423,Held,0,1.0,21.0
M0002940,D0002940,C0070728,R011,20241101,Cancelled,1,1.0,
M0002941,D0002941,C0023108,R013,20240116,Cancelled,1,0.0,
M0002942,D0002942,C0019511,R006,20240511,Held,0,1.0,27.0
M0002943,D0002943,C0047933,R005,20260130,Held,0,0.0,32.0
M0002944,D0002944,C0072610,R003,20260521,Held,0,1.0,16.0
M0002945,D0002945,C0088139,R008,20241121,Held,0,0.0,15.0
M0002946,D0002946,C0003623,R010,20251022,Held,0,1.0,6.0
M0002947,D0002947,C0054386,R012,20250808,Held,0,1.0,12.0
M0002948,D0002948,C0092648,R009,20260126,Held,0,0.0,22.0
M0002949,D0002949,C0022204,R009,20250103,Cancelled,1,1.0,
M0002950,D0002950,C0093587,R009,20240527,Held,0,0.0,13.0
M0002951,D0002951,C0003253,R001,20250820,Cancelled,1,1.0,
M0002952,D0002952,C0004742,R005,20261125,Cancelled,1,1.0,
M0002953,D0002953,C0082296,R006,20250219,Held,0,1.0,32.0
M0002954,D0002954,C0006325,R010,20240106,Held,0,1.0,2.0
M0002955,D0002955,C0012743,R006,20240614,Cancelled,1,1.0,
M0002956,D0002956,C0055389,R012,20241012,Cancelled,1,1.0,
M0002957,D0002957,C0066264,R015,20260407,Cancelled,1,0.0,
M0002958,D0002958,C0058898,R001,20240704,Held,0,0.0,10.0
M0002959,D0002959,C0039441,R010,20250201,Held,0,1.0,18.0
M0002960,D0002960,C0073207,R012,20260617,Held,0,1.0,4.0
M0002961,D0002961,C0025686,R007,20251101,Held,0,1.0,8.0
M0002962,D0002962,C0055205,R013,20240306,Held,0,1.0,6.0
M0002963,D0002963,C0094556,R013,20241111,Held,0,0.0,4.0
M0002964,D0002964,C0003433,R013,20240618,Cancelled,1,1.0,
M0002965,D0002965,C0031470,R001,20250204,Held,0,1.0,9.0
M0002966,D0002966,C0018703,R009,20250307,Cancelled,1,0.0,
M0002967,D0002967,C0008219,R009,20260822,Cancelled,1,1.0,
M0002968,D0002968,C0054645,R004,20261209,Held,0,1.0,4.0
M0002969,D0002969,C0082699,R007,20250513,Cancelled,1,1.0,
M0002970,D0002970,C0081488,R002,20261111,Held,0,1.0,3.0
M0002971,D0002971,C0077341,R004,20240612,Cancelled,1,1.0,
M0002972,D0002972,C0057812,R002,20250520,Held,0,0.0,31.0
M0002973,D0002973,C0069485,R003,20260326,Held,0,1.0,24.0
M0002974,D0002974,C0063076,R014,20240627,Held,0,0.0,28.0
M0002975,D0002975,C0078885,R014,20250730,Cancelled,1,0.0,
M0002976,D0002976,C0058768,R004,20250205,Held,0,1.0,16.0
